Sen_slope,Area
n10,42.41
n09,103.29
n08,216.27
n07,362.39
n06,441.14
n05,312.48
n04,202.1
n03,85.57
n02,48.9
n01,32.75
n00,3.21
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
