Elevation,Tendencia
0.0,0.26181545898199166
100.0,0.3276083386719104
200.0,0.27958163644228895
300.0,0.24130330117555443
400.0,0.19474806969631628
500.0,0.1597241753850458
600.0,0.12268787040369714
700.0,0.08635947262985008
800.0,7.254130723997384E-4
900.0,-0.09585154127819649
1000.0,-0.265887556164965
1100.0,-0.4655605149757832
1200.0,-0.6854028664028332
1300.0,-0.9340509671213773
1400.0,-1.32038667751689
1500.0,-1.697420800215722
1600.0,-1.9969799913160065
1700.0,-2.07993072553457
1800.0,-1.8033686880691755
1900.0,-1.6370650232888388
2000.0,-0.5804260764181529
2100.0,-0.45898544680290626
2200.0,0.0
2300.0,0.0
