Year,SCA,CCA
2000,16.76,44.26
2001,14.66,43.47
2002,13.42,37.06
2003,11.07,32.12
2004,11.37,31.21
2005,13.50,30.07
2006,13.06,31.14
2007,13.29,32.44
2008,15.57,31.95
2009,15.39,34.11
2010,14.46,33.14
2011,14.27,31.76
2012,13.23,32.84
2013,13.42,32.18
2014,12.17,32.06
2015,11.88,30.97
2016,6.60,27.53
2017,11.62,31.36
2018,14.29,30.60
2019,13.09,31.76
2020,15.46,31.92
2021,9.86,30.60
2022,13.57,31.82
2023,16.72,32.20
2024,17.60,43.89
