Year,Snowline_elev
2000.0,2267.17
2001.0,2464.89
2002.0,2394.36
2003.0,2474.81
2004.0,2382.15
2005.0,2335.66
2006.0,2440.98
2007.0,2441.73
2008.0,2466.30
2009.0,2479.55
2010.0,2453.48
2011.0,2533.84
2012.0,2519.06
2013.0,2672.09
2014.0,2463.51
2015.0,2654.08
2016.0,2473.79
2017.0,2470.74
2018.0,2551.43
2019.0,2716.09
2020.0,2467.68
2021.0,2731.09
2022.0,2436.75
2023.0,2644.90
2024.0,2300.06
