Year,Snowline_elev
2000.0,4429.229385280106
2001.0,4558.996682715148
2002.0,4352.882841594875
2003.0,4383.227007670429
2004.0,4403.8997124965745
2005.0,4358.394842592575
2006.0,4403.57222811198
2007.0,4322.925731783256
2008.0,4472.678166748207
2009.0,4444.87212832629
2010.0,4455.928069858553
2011.0,4464.387842141442
2012.0,4492.611118035476
2013.0,4406.983578154744
2014.0,4470.578474607556
2015.0,4238.2108179612715
2016.0,4344.555863749409
2017.0,4407.576396935022
2018.0,4459.912872913873
2019.0,4477.685769206575
2020.0,4647.761585186554
2021.0,4417.452747488749
2022.0,4456.9413247969105
2023.0,4634.625299187338
2024.0,4536.939995119175
