Sen_slope,Area
n10,524.67
n09,479.5
n08,653.11
n07,826.2
n06,723.35
n05,760.2
n04,554.51
n03,306.7
n02,200.45
n01,155.99
n00,84.31
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
