Year,SCA,CCA
2000,20.95,28.89
2001,17.98,25.60
2002,21.09,20.82
2003,16.46,14.03
2004,16.29,17.74
2005,20.43,20.76
2006,17.39,19.31
2007,17.57,12.16
2008,18.64,12.18
2009,17.05,16.82
2010,15.59,8.47
2011,14.31,10.76
2012,15.93,17.06
2013,15.70,11.91
2014,15.42,13.55
2015,13.21,18.27
2016,18.01,18.72
2017,15.89,15.28
2018,14.14,13.30
2019,9.46,14.54
2020,12.57,11.19
2021,11.60,8.92
2022,13.88,11.36
2023,13.66,20.19
