Year,SCA,CCA
2000,22.11,56.33
2001,19.65,55.47
2002,19.59,49.39
2003,18.10,42.10
2004,16.31,41.83
2005,18.37,40.77
2006,20.33,41.15
2007,23.87,42.78
2008,25.86,41.79
2009,23.19,44.99
2010,22.75,42.85
2011,23.97,41.51
2012,21.65,43.79
2013,19.11,43.02
2014,22.32,42.24
2015,21.24,43.31
2016,15.60,39.30
2017,16.90,40.59
2018,23.55,41.36
2019,20.63,42.35
2020,23.70,40.09
2021,15.72,42.78
2022,19.79,41.99
2023,24.93,43.51
