Elevation,Tendencia
0.0,1.1510595527872811
100.0,0.7247126814751484
200.0,0.6299650100352441
300.0,0.49004656195403384
400.0,0.308621177728852
500.0,0.23335541734121953
600.0,0.3448521482053337
700.0,0.2637799610965854
800.0,0.24070685356673788
900.0,0.25400668110295016
1000.0,0.17323214819241123
1100.0,-0.06924103371476842
1200.0,-0.2628568850949018
1300.0,-0.34363144633992077
1400.0,-0.4949437007669813
1500.0,-0.36454025685282054
1600.0,-0.30387890836575804
1700.0,-0.3707104933155594
1800.0,-0.29344163700158604
1900.0,-0.14138036004320323
2000.0,-0.07110169321699082
2100.0,-0.05058169494126376
2200.0,-0.029672965525753065
2300.0,-0.010923728475727472
2400.0,-0.0033713601518809504
2500.0,-0.0027235675102961535
2600.0,-0.0025201363838513614
2700.0,-9.782070806848217E-4
2800.0,0.0
2900.0,-0.0025673940949935813
3000.0,-0.011382113821138212
3100.0,-0.09210526315789473
3200.0,-0.09090909090909091
3300.0,0.0
3400.0,0.0
3500.0,0.0
