Elevation,Tendencia
0.0,0.0
100.0,0.0
200.0,0.0
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.003622484696137458
700.0,0.006834726769876336
800.0,0.002196252713018057
900.0,1.7949028980994913E-4
1000.0,1.2232324950033348E-4
1100.0,-0.0010662375808532755
1200.0,-0.0080443162962075
1300.0,-0.017172790393120998
1400.0,-0.055997676893288564
1500.0,-0.13859780982628037
1600.0,-0.3634554633121626
1700.0,-0.905267958950969
1800.0,-1.5861528405803311
1900.0,-2.0703240536172918
2000.0,-2.2277234776058203
2100.0,-2.438856594247172
2200.0,-2.453816529943429
2300.0,-2.709602109136683
2400.0,-3.084853913807609
2500.0,-3.775322318171196
2600.0,-4.4471202791616875
2700.0,-5.014616381888498
2800.0,-5.501338699513567
2900.0,-6.230080764557653
3000.0,-7.007042457102837
3100.0,-7.666698416100138
3200.0,-7.839436576271578
3300.0,-7.758548924568311
3400.0,-8.280220114190314
3500.0,-7.419259504979607
3600.0,-6.008518062397373
3700.0,-5.893791012129649
3800.0,-6.469740751292174
3900.0,-4.878326996197718
4000.0,-5.170797052913597
