Year,SCA,CCA
2000,12.41,16.74
2001,7.32,11.42
2002,18.57,11.72
2003,9.19,5.32
2004,3.71,3.98
2005,14.16,8.20
2006,7.97,4.54
2007,12.25,6.12
2008,11.65,7.80
2009,5.53,6.85
2010,7.07,4.08
2011,8.04,5.23
2012,7.41,5.10
2013,7.83,4.22
2014,3.59,4.71
2015,11.67,8.61
2016,14.62,11.44
2017,9.87,7.84
2018,4.57,5.15
2019,3.76,4.89
2020,3.64,5.04
2021,3.06,2.11
2022,8.90,7.17
2023,1.68,5.15
2024,7.53,18.61
