Elevation,Tendencia
0.0,0.0
100.0,0.0
200.0,2.485095344824731E-4
300.0,0.0
400.0,0.0
500.0,0.0
600.0,0.0
700.0,0.0
800.0,0.0
900.0,0.0
1000.0,-7.430252655397469E-4
1100.0,-4.1113892551725373E-4
1200.0,-0.005467300437186557
1300.0,-0.019646962028690287
1400.0,-0.07255753936594089
1500.0,-0.16577266080293704
1600.0,-0.31895480367647655
1700.0,-0.7728855907045331
1800.0,-1.2129332310360263
1900.0,-1.875625044067597
2000.0,-2.500490975994914
2100.0,-3.0471930903425797
2200.0,-3.4743244146328456
2300.0,-3.8427052799592887
2400.0,-4.293781980588759
2500.0,-4.738157517916534
2600.0,-5.201435528912799
2700.0,-5.759693812970482
2800.0,-6.300098729569004
2900.0,-6.914052961194065
3000.0,-7.59683359087885
3100.0,-8.13965562660744
3200.0,-8.614113669116607
3300.0,-9.045976151100007
3400.0,-9.14397597406567
3500.0,-8.761306620963285
3600.0,-8.305978560651475
3700.0,-7.651887473975156
3800.0,-6.9808189752488365
3900.0,-6.677215676470203
4000.0,-6.612636007277284
4100.0,-6.881754892592712
4200.0,-6.910879327667647
4300.0,-7.036317897917927
4400.0,-6.691568633251485
4500.0,-6.84969814724863
4600.0,-6.3858246045751095
4700.0,-5.8213432293444605
4800.0,-4.68130934080839
4900.0,-2.5788317604946305
5000.0,-2.709050702890539
5100.0,-4.552238805970148
