Year,SCA,CCA
2000,12.74,13.49
2001,6.06,9.78
2002,15.74,9.78
2003,5.53,4.53
2004,3.75,3.40
2005,12.36,6.89
2006,3.77,2.75
2007,11.13,6.37
2008,8.08,6.05
2009,4.21,5.43
2010,7.63,3.83
2011,4.91,4.34
2012,6.25,2.99
2013,7.10,2.43
2014,3.30,2.95
2015,13.17,7.54
2016,15.82,10.89
2017,12.10,6.26
2018,3.44,4.04
2019,4.49,4.75
2020,2.75,3.39
2021,4.15,1.89
2022,8.97,6.29
2023,1.51,2.64
2024,7.05,15.24
