Sen_slope,Area
n10,396.06
n09,100.89
n08,119.29
n07,145.11
n06,194.91
n05,241.1
n04,289.54
n03,246.49
n02,178.42
n01,176.76
n00,48.37
p00,74.7
p01,241.69
p02,142.31
p03,87.09
p04,51.54
p05,39.61
p06,31.01
p07,21.3
p08,13.86
p09,11.6
p10,13.14
