Sen_slope,Area
n10,1.23
n09,1.04
n08,0.85
n07,1.36
n06,2.97
n05,1.71
n04,2.35
n03,1.94
n02,3.61
n01,16.37
n00,15.38
p00,0.25
p01,0.61
p02,0.68
p03,0.45
p04,0.13
p05,0.4
p06,0.15
p07,0.6
p08,0.61
p09,0.0
p10,0.43
