Year,Elevation,SCA,CCA
2000.0,0.0,1.73,58.76
2000.0,100.0,2.31,58.54
2000.0,200.0,2.93,57.76
2000.0,300.0,3.07,59.46
2000.0,400.0,3.82,61.60
2000.0,500.0,4.57,63.48
2000.0,600.0,5.79,64.89
2000.0,700.0,7.39,66.84
2000.0,800.0,8.96,68.40
2000.0,900.0,11.05,70.08
2000.0,1000.0,13.58,71.34
2000.0,1100.0,16.93,72.96
2000.0,1200.0,21.64,74.79
2000.0,1300.0,27.42,76.78
2000.0,1400.0,33.92,78.87
2000.0,1500.0,41.61,80.86
2000.0,1600.0,50.47,83.02
2000.0,1700.0,60.05,84.74
2000.0,1800.0,70.13,87.02
2000.0,1900.0,78.99,88.30
2000.0,2000.0,87.36,88.71
2000.0,2100.0,93.88,88.04
2000.0,2200.0,97.72,86.27
2000.0,2300.0,99.36,85.04
2000.0,2400.0,100.00,84.01
2001.0,0.0,0.67,48.50
2001.0,100.0,0.85,48.12
2001.0,200.0,1.25,47.73
2001.0,300.0,1.29,49.05
2001.0,400.0,1.68,50.53
2001.0,500.0,2.01,51.71
2001.0,600.0,2.49,52.80
2001.0,700.0,3.32,54.06
2001.0,800.0,4.10,55.11
2001.0,900.0,5.21,56.39
2001.0,1000.0,6.71,57.30
2001.0,1100.0,8.93,58.52
2001.0,1200.0,12.36,60.17
2001.0,1300.0,17.40,62.18
2001.0,1400.0,23.66,64.56
2001.0,1500.0,31.55,67.51
2001.0,1600.0,42.59,70.66
2001.0,1700.0,55.65,73.32
2001.0,1800.0,69.63,76.43
2001.0,1900.0,81.14,78.20
2001.0,2000.0,88.55,79.26
2001.0,2100.0,94.35,79.29
2001.0,2200.0,97.66,77.37
2001.0,2300.0,99.37,76.65
2001.0,2400.0,100.00,77.90
2002.0,0.0,2.42,59.45
2002.0,100.0,2.38,58.86
2002.0,200.0,3.11,58.38
2002.0,300.0,3.62,59.34
2002.0,400.0,4.63,60.54
2002.0,500.0,5.37,61.68
2002.0,600.0,6.50,62.07
2002.0,700.0,8.21,63.52
2002.0,800.0,9.51,64.64
2002.0,900.0,11.32,65.82
2002.0,1000.0,13.23,66.68
2002.0,1100.0,15.92,67.80
2002.0,1200.0,20.18,69.09
2002.0,1300.0,25.94,70.71
2002.0,1400.0,33.14,72.57
2002.0,1500.0,41.53,74.59
2002.0,1600.0,51.12,76.93
2002.0,1700.0,61.80,78.90
2002.0,1800.0,72.74,81.21
2002.0,1900.0,82.39,82.34
2002.0,2000.0,88.67,83.04
2002.0,2100.0,95.13,82.77
2002.0,2200.0,98.90,82.89
2002.0,2300.0,100.00,83.44
2002.0,2400.0,100.00,84.07
2003.0,0.0,3.48,47.88
2003.0,100.0,3.53,45.67
2003.0,200.0,4.34,44.38
2003.0,300.0,4.66,45.75
2003.0,400.0,5.17,47.63
2003.0,500.0,5.36,49.27
2003.0,600.0,5.82,50.23
2003.0,700.0,6.97,52.26
2003.0,800.0,7.64,53.70
2003.0,900.0,9.01,55.10
2003.0,1000.0,10.48,56.03
2003.0,1100.0,12.56,57.07
2003.0,1200.0,15.91,58.48
2003.0,1300.0,20.60,60.16
2003.0,1400.0,26.64,62.20
2003.0,1500.0,34.30,64.78
2003.0,1600.0,44.33,68.08
2003.0,1700.0,56.64,71.00
2003.0,1800.0,70.62,74.11
2003.0,1900.0,81.96,76.06
2003.0,2000.0,88.62,77.67
2003.0,2100.0,93.97,78.89
2003.0,2200.0,97.38,80.09
2003.0,2300.0,98.26,80.42
2003.0,2400.0,97.61,80.20
2004.0,0.0,2.71,46.67
2004.0,100.0,3.06,45.51
2004.0,200.0,4.05,44.33
2004.0,300.0,4.20,45.81
2004.0,400.0,4.71,47.35
2004.0,500.0,4.83,48.60
2004.0,600.0,5.09,49.42
2004.0,700.0,5.94,50.83
2004.0,800.0,6.35,51.95
2004.0,900.0,7.37,53.20
2004.0,1000.0,8.62,54.01
2004.0,1100.0,10.34,55.09
2004.0,1200.0,13.47,56.55
2004.0,1300.0,18.00,58.20
2004.0,1400.0,23.87,60.31
2004.0,1500.0,31.84,62.96
2004.0,1600.0,42.54,66.28
2004.0,1700.0,55.55,69.21
2004.0,1800.0,70.04,72.30
2004.0,1900.0,81.61,74.29
2004.0,2000.0,88.00,75.73
2004.0,2100.0,93.72,76.34
2004.0,2200.0,97.52,75.05
2004.0,2300.0,99.07,74.86
2004.0,2400.0,100.00,74.86
2005.0,0.0,3.45,47.22
