Sen_slope,Area
n10,6.43
n09,3.99
n08,3.45
n07,7.5
n06,10.1
n05,14.93
n04,20.86
n03,25.55
n02,21.31
n01,11.69
n00,3.39
p00,195.11
p01,320.0
p02,71.26
p03,6.02
p04,3.7
p05,0.81
p06,2.01
p07,0.82
p08,1.03
p09,0.43
p10,2.53
