Elevation,Tendencia
0.0,0.3456881145883068
100.0,0.23363442303548582
200.0,0.0019206270423558667
300.0,-0.16876675369965646
400.0,-0.23653180043368516
500.0,-0.29982043279703097
600.0,-0.194912445476283
700.0,-0.15195691432486505
800.0,-0.050611805637073376
900.0,-0.3124491929313848
1000.0,-0.5932323994291733
1100.0,-1.027366759973436
1200.0,-1.4039338898029252
1300.0,-1.9117184887674221
1400.0,-2.588458405822857
1500.0,-2.856977617735809
1600.0,-3.0316031945674213
1700.0,-2.735644016107876
1800.0,-2.1449911308462015
1900.0,-2.1746683386860655
2000.0,-2.118805978829824
2100.0,-4.842545771578029
2200.0,-5.5
