Year,SCA,CCA
2000,20.72,57.37
2001,14.77,52.29
2002,20.64,49.94
2003,19.02,41.93
2004,18.24,39.78
2005,18.15,40.14
2006,18.64,39.63
2007,23.53,45.53
2008,22.54,40.46
2009,22.04,45.06
2010,21.17,41.97
2011,19.49,41.24
2012,21.93,45.97
2013,18.99,43.09
2014,25.37,42.56
2015,21.68,44.91
2016,19.29,39.58
2017,17.47,39.98
2018,21.72,40.41
2019,22.71,43.38
2020,18.49,41.60
2021,13.88,40.87
2022,18.04,41.29
2023,23.08,41.61
2024,21.53,55.57
