Year,Elevation,SCA,CCA
2000.0,0.0,0.0,32.57877680045109
2000.0,100.0,0.0,28.88588668604411
2000.0,200.0,0.0,24.686060808284626
2000.0,300.0,0.0,22.558310184187295
2000.0,400.0,0.0,21.909263244770898
2000.0,500.0,0.0,21.492785135867102
2000.0,600.0,0.0,21.235227662850757
2000.0,700.0,0.0,20.732358318476557
2000.0,800.0,0.0,20.85984599347335
2000.0,900.0,0.0,20.416237342139425
2000.0,1000.0,0.004862528265070718,20.311351573427743
2000.0,1100.0,0.0068549969964153456,19.78988095917829
2000.0,1200.0,0.02369167215179887,20.046661357303364
2000.0,1300.0,0.06989283209747107,20.169527407668603
2000.0,1400.0,0.28881201880616375,20.508582212542798
2000.0,1500.0,0.7240314050375349,21.081707695786964
2000.0,1600.0,1.319176540159504,21.67635655100318
2000.0,1700.0,2.5228603211256417,22.589421098434283
2000.0,1800.0,4.414213620880433,23.011634842523616
2000.0,1900.0,6.091324987393055,23.240081745987847
2000.0,2000.0,8.857390136593365,22.980827557936436
2000.0,2100.0,11.035807733492577,22.742889803552544
2000.0,2200.0,14.472516474371954,22.088770138268963
2000.0,2300.0,17.271532418059593,21.533502028091743
2000.0,2400.0,19.914455318527125,21.45788213033397
2000.0,2500.0,23.76752840539038,21.846942181238063
2000.0,2600.0,27.450518791961123,21.630750238607327
2000.0,2700.0,30.01128922890582,22.001793112974728
2000.0,2800.0,33.09418161539176,23.15406569269282
2000.0,2900.0,37.035512731491394,23.589676013430058
2000.0,3000.0,38.869875319867134,22.949862843324293
2000.0,3100.0,42.17254472160691,23.126680206346588
2000.0,3200.0,44.14500857111653,23.250474869438285
2000.0,3300.0,46.51890787293987,23.11806170070364
2000.0,3400.0,47.47994516366105,23.173669736639578
2000.0,3500.0,49.771666102004126,23.48856371944269
2000.0,3600.0,51.810285489807576,24.173850451370107
2000.0,3700.0,53.37310562622396,24.26310156381039
2000.0,3800.0,54.370009980039924,24.502420942656432
2000.0,3900.0,52.953125,25.342584307840845
2001.0,0.0,0.0,35.548495498416415
2001.0,100.0,0.0,32.870507896966245
2001.0,200.0,0.0,29.32981539194077
2001.0,300.0,0.0,26.060519117606166
2001.0,400.0,0.0,24.542003750533727
2001.0,500.0,0.0,23.58741222534485
2001.0,600.0,0.0,22.616937276216827
2001.0,700.0,0.0,21.45263163232403
2001.0,800.0,0.0,20.623457005284124
2001.0,900.0,0.0,19.611437485122988
2001.0,1000.0,0.0,18.65824613240116
2001.0,1100.0,0.0,17.962471304384085
2001.0,1200.0,0.0,17.50271333216745
2001.0,1300.0,0.0,17.37063988542305
2001.0,1400.0,0.013273496842624199,17.301385565791115
2001.0,1500.0,0.03361242036477887,17.719151062765217
2001.0,1600.0,0.05829689532010693,17.87733006047524
2001.0,1700.0,0.06827083668587836,17.848177055370915
2001.0,1800.0,0.3140491636111171,18.279285395394375
2001.0,1900.0,0.9386101645935778,18.413918416100824
2001.0,2000.0,1.7882897962987971,18.411379404490493
2001.0,2100.0,2.9023210154458496,18.734611356482194
2001.0,2200.0,5.180224287609923,19.49993355221661
2001.0,2300.0,8.030159911383022,19.705792576620777
2001.0,2400.0,10.330202052981264,19.34247934950265
2001.0,2500.0,13.53451599127433,20.043133698129015
2001.0,2600.0,16.184801711903184,19.722667147351313
2001.0,2700.0,18.13823309678232,20.311664672298335
2001.0,2800.0,20.465296495956874,20.290527383273975
2001.0,2900.0,23.860206481330668,20.996601675671403
2001.0,3000.0,26.147541500345294,21.254311230475775
2001.0,3100.0,29.693553610984193,21.204329574380075
2001.0,3200.0,32.670717172148855,20.948075036799615
2001.0,3300.0,35.99362280988138,20.94863133104718
2001.0,3400.0,37.81435637967101,20.816436007128313
2001.0,3500.0,40.636798623960814,21.10158656205844
2001.0,3600.0,41.95057943414434,21.409459987257083
2001.0,3700.0,42.568850232000145,20.912135698375753
2001.0,3800.0,46.57472554890221,20.042761760244144
2001.0,3900.0,45.93750000000001,18.18171593751232
2002.0,0.0,0.0,21.01560421183574
2002.0,100.0,0.0,19.310789216896165
2002.0,200.0,0.0,17.379821591936757
2002.0,300.0,0.0,16.075057358268364
2002.0,400.0,0.0,14.926996613362185
2002.0,500.0,0.0,14.329019057003126
2002.0,600.0,0.0,13.764445177308602
2002.0,700.0,0.0,13.071879174665998
2002.0,800.0,0.0,12.603932481699077
2002.0,900.0,0.006690670491868067,12.071952500495138
2002.0,1000.0,0.029175169590424307,11.820130505883995
2002.0,1100.0,0.1556435856493792,11.733685882199284
2002.0,1200.0,0.3961386946558135,11.777394610636586
2002.0,1300.0,0.6765282336201986,12.052458218137263
2002.0,1400.0,1.374714407949557,12.499003127596671
2002.0,1500.0,2.081671689183972,13.084950856119345
2002.0,1600.0,3.0285716588087825,14.106128684841908
2002.0,1700.0,4.462037212078225,14.66460384804628
2002.0,1800.0,6.469463452734807,16.005829631563703
2002.0,1900.0,7.913214469230922,16.85628459021246
2002.0,2000.0,10.5669632751973,17.133364497992392
2002.0,2100.0,12.778592519121098,16.88868789838006
2002.0,2200.0,16.001813305444976,15.683448515461489
2002.0,2300.0,18.736707842074107,14.938091058467169
2002.0,2400.0,21.808923579679693,14.812163242395636
2002.0,2500.0,25.943692115412176,14.693400858027863
2002.0,2600.0,28.666130348778214,14.60256499438567
2002.0,2700.0,30.91646177656542,14.825514322004373
2002.0,2800.0,33.51510595780275,14.947261624093326
2002.0,2900.0,38.236201955086166,14.86133736649403
2002.0,3000.0,40.578689468812755,15.232192744584557
2002.0,3100.0,43.263352862587695,15.654108221057571
