Sen_slope,Area
-10,0.0
-9,0.0
-8,0.0
-7,0.22985132941176467
-6,0.0
-5,0.0
-4,0.0
-3,0.22990658431372546
-2,0.0
-1,0.20184421899509802
0,37.700417960478
1,20.370285475796567
2,2.9077840782475493
3,0.8025670892769606
4,0.8618530235294117
5,0.6625732072303921
6,0.8777523765318628
7,1.2935039256740195
8,0.6308445588848038
9,0.8338356710784314
10,1.0259975011029412
