Year,Elevation,SCA,CCA
2000.0,0.0,4.94,34.72
2000.0,100.0,13.65,61.12
2000.0,200.0,20.80,67.83
2000.0,300.0,26.64,72.28
2000.0,400.0,36.44,75.35
2000.0,500.0,47.15,77.41
2000.0,600.0,57.35,78.06
2000.0,700.0,68.65,78.02
2000.0,800.0,76.66,77.80
2000.0,900.0,82.07,77.58
2000.0,1000.0,89.04,77.02
2000.0,1100.0,95.91,75.80
2000.0,1200.0,99.05,75.08
2000.0,1300.0,97.91,80.13
2000.0,1400.0,97.77,90.40
2000.0,1500.0,99.12,90.56
2000.0,1600.0,99.64,82.50
2000.0,1700.0,98.48,81.95
2000.0,1800.0,99.95,92.27
2001.0,0.0,4.05,33.51
2001.0,100.0,11.27,59.67
2001.0,200.0,17.30,66.26
2001.0,300.0,21.51,70.56
2001.0,400.0,29.41,73.72
2001.0,500.0,39.01,75.96
2001.0,600.0,48.94,77.05
2001.0,700.0,61.26,77.62
2001.0,800.0,70.51,77.81
2001.0,900.0,77.71,77.89
2001.0,1000.0,87.01,77.99
2001.0,1100.0,95.39,77.61
2001.0,1200.0,99.06,77.85
2001.0,1300.0,97.16,83.10
2001.0,1400.0,93.28,91.62
2001.0,1500.0,93.72,92.08
2001.0,1600.0,99.92,85.09
2001.0,1700.0,99.92,84.17
2001.0,1800.0,99.97,93.11
2002.0,0.0,4.98,26.48
2002.0,100.0,12.97,50.61
2002.0,200.0,18.70,57.66
2002.0,300.0,22.12,62.47
2002.0,400.0,28.63,66.33
2002.0,500.0,37.09,69.22
2002.0,600.0,46.47,70.94
2002.0,700.0,59.28,72.07
2002.0,800.0,69.40,72.58
2002.0,900.0,77.62,72.97
2002.0,1000.0,87.47,72.21
2002.0,1100.0,95.64,70.69
2002.0,1200.0,99.01,70.08
2002.0,1300.0,98.56,75.63
2002.0,1400.0,92.59,87.93
2002.0,1500.0,95.96,88.66
2002.0,1600.0,99.00,79.22
2002.0,1700.0,98.24,77.81
2002.0,1800.0,98.91,90.40
2003.0,0.0,5.63,22.82
2003.0,100.0,13.24,47.19
2003.0,200.0,18.14,55.23
2003.0,300.0,20.63,60.67
2003.0,400.0,25.91,65.46
2003.0,500.0,33.06,69.20
2003.0,600.0,40.94,71.66
2003.0,700.0,52.52,73.37
2003.0,800.0,61.37,74.47
2003.0,900.0,68.24,75.54
2003.0,1000.0,79.13,75.82
2003.0,1100.0,91.08,75.51
2003.0,1200.0,97.24,75.03
2003.0,1300.0,99.08,79.90
2003.0,1400.0,99.53,89.05
2003.0,1500.0,98.91,90.08
2003.0,1600.0,98.81,82.70
2003.0,1700.0,99.48,80.79
2003.0,1800.0,99.54,91.94
2004.0,0.0,5.31,20.75
2004.0,100.0,12.76,43.59
2004.0,200.0,17.96,50.93
2004.0,300.0,20.41,55.97
2004.0,400.0,25.13,60.25
