Year,SCA,CCA
2000,37.47,71.69
2001,34.74,65.36
2002,35.65,60.59
2003,33.71,52.55
2004,30.81,49.59
2005,35.32,50.81
2006,35.30,51.23
2007,35.86,52.87
2008,38.36,50.27
2009,38.61,53.54
2010,36.13,53.05
2011,36.25,51.41
2012,36.26,50.54
2013,34.38,49.02
2014,35.06,52.87
2015,32.90,51.43
2016,26.72,41.43
2017,32.10,52.38
2018,37.26,49.22
2019,34.73,50.54
2020,37.67,51.28
2021,28.24,46.03
2022,33.78,48.50
2023,38.22,50.29
