Year,Snowline_elev
2000.0,769.3717504279051
2001.0,793.9765540353418
2002.0,791.7091213518557
2003.0,774.0972542102658
2004.0,768.5526045780849
2005.0,753.7003948600258
2006.0,762.9749187180672
2007.0,755.671670538822
2008.0,761.2647809709134
2009.0,759.2136710190504
2010.0,770.8462795908358
2011.0,758.4854509618092
2012.0,772.1866665030176
2013.0,759.8908026304323
2014.0,747.3577878254385
2015.0,763.1122141029873
2016.0,774.3586740019567
2017.0,764.8367183496857
2018.0,750.3021313422995
2019.0,781.5228848392184
2020.0,757.0009920730813
2021.0,775.812356427495
2022.0,782.3708976159156
2023.0,730.4882290712354
2024.0,774.3497301560874
