Sen_slope,Area
n10,218.19
n09,161.03
n08,236.5
n07,399.77
n06,673.39
n05,501.13
n04,243.49
n03,144.77
n02,114.26
n01,81.24
n00,23.64
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
