Sen_slope,Area
n10,1327.31
n09,998.33
n08,1376.05
n07,1407.62
n06,1019.2
n05,721.32
n04,534.94
n03,460.59
n02,459.58
n01,518.33
n00,317.67
p00,1.23
p01,1.42
p02,0.33
p03,0.19
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
