Elevation,Tendencia
0.0,1.6439327157679812E-5
100.0,6.170876563184749E-5
200.0,1.2635639317514302E-4
300.0,4.3919055951038843E-4
400.0,7.435217752961925E-4
500.0,5.492826198745051E-4
600.0,9.38703434578172E-4
700.0,7.398165368207861E-4
800.0,9.052422177458093E-4
900.0,1.528086407953048E-4
1000.0,-0.016865982846728748
1100.0,-0.06200118273852145
1200.0,-0.038716840869592255
1300.0,-0.08953883954955946
1400.0,-0.1947715354267042
1500.0,-0.3354741588631321
1600.0,-0.6007534021448502
1700.0,-1.1922357105893755
1800.0,-2.3783830622742914
1900.0,-4.120722206619794
2000.0,-4.903224015501032
2100.0,-5.175230508710138
2200.0,-5.355242279336363
2300.0,-5.406695793686865
2400.0,-4.127196491397176
2500.0,-4.759673769717886
2600.0,-4.642372250895057
2700.0,-5.263341978157938
2800.0,-4.581162757231256
2900.0,-3.982368655387355
3000.0,-4.729960317460317
