Year,Snowline_elev
2000.0,641.7890726051645
2001.0,632.1645895262693
2002.0,770.0684095411985
2003.0,542.9380241106834
2004.0,593.1269662075712
2005.0,455.34657256020756
2006.0,482.2806068158818
2007.0,447.8889888469651
2008.0,501.24283543253443
2009.0,540.5207983070508
2010.0,542.4639013811783
2011.0,535.5249123017866
2012.0,568.4898452317467
2013.0,607.0836414124965
2014.0,526.083359702639
2015.0,500.9022164416545
2016.0,483.430730797947
2017.0,517.012018320001
2018.0,538.6716711044495
2019.0,484.7453057559822
2020.0,497.4792896646674
2021.0,710.8591277930342
2022.0,462.7060661769316
2023.0,451.74205750839826
2024.0,515.9231711534286
