Sen_slope,Area
n10,17.8
n09,8.71
n08,14.54
n07,18.17
n06,24.76
n05,22.68
n04,12.45
n03,12.97
n02,5.2
n01,3.51
n00,1.14
p00,237.32
p01,525.34
p02,484.81
p03,222.95
p04,55.86
p05,9.52
p06,2.72
p07,0.12
p08,0.0
p09,0.0
p10,0.0
