Elevation,Tendencia
0.0,0.21292799310976268
100.0,0.1427916079149943
200.0,0.08306023724394565
300.0,-0.04444892973845367
400.0,-0.12273016037103116
500.0,-0.11001000298121655
600.0,-0.1521825965511954
700.0,-0.23798591271858294
800.0,-0.28197590526908684
900.0,-0.31820499088167536
1000.0,-0.32202762459640083
1100.0,-0.15262395556689187
1200.0,-0.05579200869475696
1300.0,-0.01822256716395767
1400.0,-0.007016430900828017
1500.0,-0.01008753062988938
1600.0,-0.009217360590641073
1700.0,-0.01171022970639054
1800.0,-0.010934004120792307
1900.0,-0.013439493716165374
2000.0,-0.018799420549039225
2100.0,-0.028466745091513795
2200.0,-0.019472255218055328
2300.0,-0.009728679976272112
2400.0,-0.003422549713253608
2500.0,-0.008088664450478341
2600.0,-0.016945116649961515
2700.0,-0.017107664233576642
2800.0,-0.01778444210030774
2900.0,-0.05829342830329427
3000.0,-0.11910554074304731
3100.0,-0.08958632198378079
3200.0,-0.10574162679425837
3300.0,-0.3237136086662153
