Year,Snowline_elev
2000.0,1691.1289296816567
2001.0,2091.6103240830585
2002.0,1552.100534737446
2003.0,1946.4278301299341
2004.0,1661.307910314217
2005.0,2008.443008985995
2006.0,1458.4842360366954
2007.0,1956.1880301039296
2008.0,1821.7060934909011
2009.0,1660.4326301028123
2010.0,1784.1032793157501
2011.0,1461.2682500632284
2012.0,2185.1232697281516
2013.0,2107.4909654984317
2014.0,1935.8646359202532
2015.0,2070.107220714509
2016.0,1927.9914870976324
2017.0,1815.3518721318308
2018.0,1547.2349754157399
2019.0,1838.357854091064
2020.0,1723.6757199679066
2021.0,2247.3567047028555
2022.0,1433.9560399337493
2023.0,2204.816255603167
2024.0,1590.8162582159443
