Sen_slope,Area
n10,5.81
n09,1.55
n08,2.49
n07,3.89
n06,3.51
n05,3.27
n04,5.07
n03,3.2
n02,1.47
n01,0.88
n00,0.15
p00,64.48
p01,166.08
p02,109.69
p03,25.4
p04,7.03
p05,0.82
p06,0.13
p07,0.08
p08,0.0
p09,0.0
p10,0.0
