Year,Elevation,SCA,CCA
2000.0,0.0,0.09,51.81
2000.0,100.0,0.13,53.21
2000.0,200.0,0.14,53.22
2000.0,300.0,0.09,52.10
2000.0,400.0,0.14,49.25
2000.0,500.0,0.11,47.40
2000.0,600.0,0.15,47.18
2000.0,700.0,0.19,47.06
2000.0,800.0,0.36,45.73
2000.0,900.0,0.58,45.71
2000.0,1000.0,1.09,46.31
2000.0,1100.0,3.11,46.74
2000.0,1200.0,5.28,48.35
2000.0,1300.0,10.03,50.37
2000.0,1400.0,17.87,52.09
2000.0,1500.0,27.56,53.87
2000.0,1600.0,39.26,55.24
2000.0,1700.0,51.49,57.15
2000.0,1800.0,66.73,59.66
2000.0,1900.0,79.63,63.81
2000.0,2000.0,82.75,66.27
2000.0,2100.0,84.29,66.77
2000.0,2200.0,86.67,66.48
2000.0,2300.0,90.85,66.62
2000.0,2400.0,92.42,69.41
2000.0,2500.0,93.33,65.71
2000.0,2600.0,91.29,63.77
2000.0,2700.0,91.12,60.91
2000.0,2800.0,91.86,64.17
2000.0,2900.0,93.69,67.18
2000.0,3000.0,92.65,66.33
2001.0,0.0,0.04,36.01
2001.0,100.0,0.04,38.59
2001.0,200.0,0.03,39.61
2001.0,300.0,0.05,40.90
2001.0,400.0,0.06,40.03
2001.0,500.0,0.05,38.02
2001.0,600.0,0.04,37.42
2001.0,700.0,0.04,36.97
2001.0,800.0,0.09,34.96
2001.0,900.0,0.31,34.60
2001.0,1000.0,0.52,34.97
2001.0,1100.0,1.27,35.35
2001.0,1200.0,2.50,36.23
2001.0,1300.0,4.90,37.38
2001.0,1400.0,9.24,38.44
2001.0,1500.0,15.50,40.57
2001.0,1600.0,23.52,42.16
2001.0,1700.0,33.05,43.83
2001.0,1800.0,46.70,46.89
2001.0,1900.0,63.77,50.59
2001.0,2000.0,74.43,50.38
2001.0,2100.0,79.97,50.22
2001.0,2200.0,83.64,50.46
2001.0,2300.0,88.10,51.02
2001.0,2400.0,89.30,52.96
2001.0,2500.0,88.96,50.04
2001.0,2600.0,85.46,48.31
2001.0,2700.0,81.50,44.48
2001.0,2800.0,88.93,48.29
2001.0,2900.0,95.02,51.77
2001.0,3000.0,93.34,52.18
2002.0,0.0,0.17,39.56
2002.0,100.0,0.14,40.02
2002.0,200.0,0.13,40.10
2002.0,300.0,0.16,40.84
2002.0,400.0,0.19,40.91
2002.0,500.0,0.21,40.41
2002.0,600.0,0.29,40.84
2002.0,700.0,0.54,41.46
2002.0,800.0,1.06,42.19
2002.0,900.0,2.04,43.12
2002.0,1000.0,3.05,44.36
2002.0,1100.0,6.47,45.56
2002.0,1200.0,9.22,47.23
2002.0,1300.0,14.37,48.49
2002.0,1400.0,22.13,49.66
2002.0,1500.0,30.66,50.80
2002.0,1600.0,39.63,51.52
2002.0,1700.0,47.95,52.73
2002.0,1800.0,56.62,54.92
2002.0,1900.0,65.17,59.27
2002.0,2000.0,70.97,61.17
2002.0,2100.0,75.59,61.30
2002.0,2200.0,80.80,61.20
2002.0,2300.0,87.40,61.95
2002.0,2400.0,88.95,64.51
2002.0,2500.0,89.15,61.04
2002.0,2600.0,85.84,59.41
2002.0,2700.0,80.09,56.55
2002.0,2800.0,88.12,60.68
2002.0,2900.0,95.52,63.98
2002.0,3000.0,95.63,63.42
2003.0,0.0,0.14,26.42
2003.0,100.0,0.19,28.02
2003.0,200.0,0.21,26.86
2003.0,300.0,0.24,26.95
2003.0,400.0,0.30,27.66
2003.0,500.0,0.38,27.53
2003.0,600.0,0.48,28.92
2003.0,700.0,0.67,29.78
2003.0,800.0,1.03,29.64
2003.0,900.0,1.63,30.04
2003.0,1000.0,2.05,30.39
2003.0,1100.0,3.19,30.39
2003.0,1200.0,4.04,31.06
2003.0,1300.0,5.82,32.05
2003.0,1400.0,9.11,33.42
2003.0,1500.0,14.03,35.31
2003.0,1600.0,21.55,36.97
2003.0,1700.0,32.22,39.36
2003.0,1800.0,48.82,42.66
2003.0,1900.0,68.43,47.22
2003.0,2000.0,80.52,49.82
2003.0,2100.0,86.42,50.58
2003.0,2200.0,89.88,50.06
2003.0,2300.0,92.56,51.15
2003.0,2400.0,92.06,53.63
2003.0,2500.0,91.64,51.30
2003.0,2600.0,88.88,49.48
2003.0,2700.0,86.77,45.77
2003.0,2800.0,90.18,50.79
2003.0,2900.0,93.68,55.84
2003.0,3000.0,93.17,55.09
2004.0,0.0,0.17,31.11
2004.0,100.0,0.16,33.06
2004.0,200.0,0.14,33.38
2004.0,300.0,0.17,32.84
2004.0,400.0,0.23,32.68
2004.0,500.0,0.28,32.50
2004.0,600.0,0.35,32.74
2004.0,700.0,0.51,33.21
2004.0,800.0,0.70,34.25
2004.0,900.0,1.23,35.14
2004.0,1000.0,1.55,36.10
2004.0,1100.0,2.61,36.77
2004.0,1200.0,3.52,38.03
2004.0,1300.0,5.81,39.16
2004.0,1400.0,9.44,40.46
2004.0,1500.0,14.47,41.68
2004.0,1600.0,21.33,42.97
2004.0,1700.0,29.31,44.62
2004.0,1800.0,40.81,47.66
2004.0,1900.0,56.64,51.97
2004.0,2000.0,69.84,53.43
2004.0,2100.0,76.87,53.54
2004.0,2200.0,82.52,53.24
2004.0,2300.0,87.71,54.15
2004.0,2400.0,89.64,55.71
2004.0,2500.0,90.89,54.79
2004.0,2600.0,88.87,54.18
2004.0,2700.0,85.43,50.60
2004.0,2800.0,87.84,56.36
2004.0,2900.0,92.40,61.14
2004.0,3000.0,89.77,59.95
2005.0,0.0,0.36,24.13
2005.0,100.0,0.34,25.87
2005.0,200.0,0.33,25.43
2005.0,300.0,0.35,25.96
2005.0,400.0,0.39,26.79
2005.0,500.0,0.47,27.03
2005.0,600.0,0.64,28.14
2005.0,700.0,0.90,29.15
2005.0,800.0,1.20,29.80
2005.0,900.0,2.13,30.54
2005.0,1000.0,2.68,31.51
2005.0,1100.0,4.59,32.18
2005.0,1200.0,6.73,33.53
2005.0,1300.0,11.01,34.91
2005.0,1400.0,17.62,35.84
2005.0,1500.0,25.68,36.56
2005.0,1600.0,33.80,37.38
2005.0,1700.0,42.15,38.70
2005.0,1800.0,52.35,41.53
2005.0,1900.0,65.08,45.44
2005.0,2000.0,74.99,45.75
2005.0,2100.0,80.20,45.20
2005.0,2200.0,85.13,45.08
2005.0,2300.0,89.92,45.26
2005.0,2400.0,91.40,45.81
2005.0,2500.0,91.53,45.56
2005.0,2600.0,90.10,45.19
2005.0,2700.0,90.02,43.11
2005.0,2800.0,92.26,45.80
2005.0,2900.0,94.65,48.08
2005.0,3000.0,94.05,48.49
2006.0,0.0,0.36,27.57
2006.0,100.0,0.31,29.37
2006.0,200.0,0.32,30.03
2006.0,300.0,0.32,29.90
2006.0,400.0,0.36,29.67
2006.0,500.0,0.40,29.87
2006.0,600.0,0.45,30.74
2006.0,700.0,0.53,31.70
2006.0,800.0,0.67,32.15
2006.0,900.0,1.18,32.98
2006.0,1000.0,1.81,33.85
2006.0,1100.0,3.48,34.73
2006.0,1200.0,5.42,36.12
2006.0,1300.0,9.05,37.54
2006.0,1400.0,14.28,38.56
2006.0,1500.0,20.25,39.49
2006.0,1600.0,26.92,40.51
2006.0,1700.0,34.28,42.15
2006.0,1800.0,44.30,45.04
2006.0,1900.0,59.66,48.69
2006.0,2000.0,73.48,50.02
2006.0,2100.0,80.76,50.86
2006.0,2200.0,86.52,50.88
2006.0,2300.0,90.83,51.47
2006.0,2400.0,91.55,52.44
2006.0,2500.0,91.88,53.07
2006.0,2600.0,89.73,53.86
2006.0,2700.0,89.05,50.13
2006.0,2800.0,92.36,55.75
2006.0,2900.0,95.40,60.41
2006.0,3000.0,94.76,59.95
2007.0,0.0,0.24,22.12
2007.0,100.0,0.34,23.46
2007.0,200.0,0.29,23.22
2007.0,300.0,0.34,23.73
2007.0,400.0,0.47,24.23
2007.0,500.0,0.83,24.20
2007.0,600.0,1.85,26.00
2007.0,700.0,3.51,27.12
2007.0,800.0,6.73,28.17
2007.0,900.0,9.66,28.94
2007.0,1000.0,11.84,29.72
2007.0,1100.0,15.66,30.11
2007.0,1200.0,18.27,31.11
2007.0,1300.0,21.59,31.77
2007.0,1400.0,26.28,32.28
2007.0,1500.0,31.35,32.99
2007.0,1600.0,37.44,33.81
2007.0,1700.0,44.29,35.32
2007.0,1800.0,53.19,38.29
2007.0,1900.0,66.92,42.34
