Year,SCA,CCA
2000,13.52,69.74
2001,9.69,59.56
2002,13.44,68.16
2003,12.93,59.20
2004,11.80,55.62
2005,15.76,57.04
2006,15.77,56.19
2007,19.56,54.12
2008,12.28,45.60
2009,13.50,54.90
2010,16.95,56.76
2011,15.75,52.15
2012,13.97,56.19
2013,12.65,48.59
2014,13.76,55.59
2015,11.98,53.52
2016,9.72,44.42
2017,14.17,57.34
2018,15.90,50.79
2019,13.65,51.92
2020,15.06,53.28
2021,11.97,43.45
2022,17.61,53.30
2023,15.00,55.51
2024,17.85,59.07
