Sen_slope,Area
n10,6.58
n09,7.7
n08,9.71
n07,15.6
n06,22.59
n05,27.26
n04,27.4
n03,27.78
n02,22.01
n01,20.2
n00,10.6
p00,76.43
p01,85.59
p02,68.16
p03,58.4
p04,44.4
p05,35.98
p06,22.53
p07,19.69
p08,18.15
p09,13.71
p10,17.3
