Sen_slope,Area
n10,10.55
n09,3.95
n08,4.69
n07,5.06
n06,8.18
n05,10.23
n04,11.53
n03,13.21
n02,7.13
n01,6.86
n00,1.75
p00,117.79
p01,309.88
p02,203.96
p03,49.46
p04,9.25
p05,1.08
p06,0.27
p07,0.0
p08,0.0
p09,0.0
p10,0.0
