Sen_slope,Area
n10,1.33
n09,1.0
n08,1.91
n07,3.04
n06,4.88
n05,5.76
n04,7.52
n03,8.09
n02,5.94
n01,8.96
n00,3.39
p00,120.21
p01,111.07
p02,52.98
p03,55.11
p04,56.07
p05,42.86
p06,26.35
p07,21.1
p08,20.45
p09,21.44
p10,35.39
