Year,Snowline_elev
2000.0,1869.2459311531586
2001.0,1928.1589680769598
2002.0,1826.7088108235953
2003.0,2009.1044836058697
2004.0,1900.8795246425525
2005.0,1880.9492625534774
2006.0,1847.5151514167515
2007.0,1894.3157970392308
2008.0,2053.2695212165595
2009.0,2051.1916499002746
2010.0,2004.4476010194442
2011.0,1933.8681886585334
2012.0,2195.0793845640733
2013.0,2150.988812147736
2014.0,1991.0461303850534
2015.0,2057.3088119147005
2016.0,2075.036610162783
2017.0,1994.1878476349993
2018.0,2115.115405389454
2019.0,2210.448316772199
2020.0,2046.410036730221
2021.0,2308.81465300749
2022.0,1935.3941299971164
2023.0,2094.611210141448
2024.0,1549.9635352780535
