Year,Elevation,SCA,CCA
2000.0,0.0,0.00,45.82
2000.0,100.0,0.00,37.61
2000.0,200.0,0.00,28.66
2000.0,300.0,0.00,16.30
2000.0,400.0,0.00,10.22
2000.0,500.0,0.00,7.58
2000.0,600.0,0.00,5.92
2000.0,700.0,0.00,5.34
2000.0,800.0,0.00,4.75
2000.0,900.0,0.00,4.37
2000.0,1000.0,0.00,4.10
2000.0,1100.0,0.00,3.94
2000.0,1200.0,0.00,3.81
2000.0,1300.0,0.00,3.86
2000.0,1400.0,0.00,3.90
2000.0,1500.0,0.00,3.99
2000.0,1600.0,0.01,4.09
2000.0,1700.0,0.02,4.21
2000.0,1800.0,0.06,4.31
2000.0,1900.0,0.12,4.48
2000.0,2000.0,0.23,4.77
2000.0,2100.0,0.38,5.18
2000.0,2200.0,0.52,5.51
2000.0,2300.0,0.68,5.98
2000.0,2400.0,0.90,6.41
2000.0,2500.0,1.18,6.82
2000.0,2600.0,1.46,7.20
2000.0,2700.0,1.76,7.51
2000.0,2800.0,2.19,7.87
2000.0,2900.0,2.64,7.92
2000.0,3000.0,3.12,8.11
2000.0,3100.0,3.62,8.46
2000.0,3200.0,4.69,8.95
2000.0,3300.0,5.41,9.50
2000.0,3400.0,6.10,10.04
2000.0,3500.0,6.97,10.45
2000.0,3600.0,8.40,10.92
2000.0,3700.0,9.78,11.22
2000.0,3800.0,11.04,11.41
2000.0,3900.0,12.53,11.65
2000.0,4000.0,13.92,11.82
2000.0,4100.0,15.06,12.17
2000.0,4200.0,15.98,12.43
2000.0,4300.0,17.00,12.80
2000.0,4400.0,17.99,13.35
2000.0,4500.0,17.69,13.54
2000.0,4600.0,16.75,13.73
2000.0,4700.0,16.54,14.21
2000.0,4800.0,17.33,15.01
2000.0,4900.0,18.88,15.92
2000.0,5000.0,20.25,16.65
2000.0,5100.0,23.79,17.30
2000.0,5200.0,28.75,18.20
2000.0,5300.0,34.54,19.36
2000.0,5400.0,36.09,20.20
2000.0,5500.0,30.07,20.41
2000.0,5600.0,33.64,20.28
2000.0,5700.0,32.90,19.78
2000.0,5800.0,12.29,16.16
2000.0,5900.0,4.86,10.51
2000.0,6000.0,4.86,10.18
2001.0,0.0,0.00,37.70
2001.0,100.0,0.01,31.30
2001.0,200.0,0.00,21.75
2001.0,300.0,0.00,11.24
2001.0,400.0,0.00,6.43
2001.0,500.0,0.00,4.11
2001.0,600.0,0.00,2.97
2001.0,700.0,0.00,2.91
2001.0,800.0,0.00,2.93
2001.0,900.0,0.00,3.05
2001.0,1000.0,0.00,3.27
2001.0,1100.0,0.00,3.49
2001.0,1200.0,0.00,3.67
2001.0,1300.0,0.00,3.78
2001.0,1400.0,0.00,4.02
2001.0,1500.0,0.00,4.25
2001.0,1600.0,0.00,4.31
2001.0,1700.0,0.00,4.36
2001.0,1800.0,0.00,4.40
2001.0,1900.0,0.00,4.45
2001.0,2000.0,0.00,4.48
2001.0,2100.0,0.00,4.42
2001.0,2200.0,0.00,4.50
2001.0,2300.0,0.01,4.65
2001.0,2400.0,0.02,4.84
2001.0,2500.0,0.02,5.02
2001.0,2600.0,0.03,5.23
2001.0,2700.0,0.04,5.44
2001.0,2800.0,0.05,5.66
2001.0,2900.0,0.07,5.68
2001.0,3000.0,0.09,5.82
2001.0,3100.0,0.14,6.10
2001.0,3200.0,0.22,6.43
2001.0,3300.0,0.32,6.79
2001.0,3400.0,0.41,7.10
2001.0,3500.0,0.55,7.40
2001.0,3600.0,0.78,7.84
2001.0,3700.0,1.15,8.36
2001.0,3800.0,1.68,8.70
2001.0,3900.0,2.50,9.21
2001.0,4000.0,3.43,9.62
2001.0,4100.0,4.55,10.09
2001.0,4200.0,5.93,10.47
2001.0,4300.0,7.46,10.97
2001.0,4400.0,9.33,11.58
2001.0,4500.0,10.35,11.79
2001.0,4600.0,11.45,12.00
2001.0,4700.0,12.96,12.55
2001.0,4800.0,14.48,13.40
2001.0,4900.0,16.70,14.39
2001.0,5000.0,18.77,15.07
2001.0,5100.0,22.85,15.69
2001.0,5200.0,28.38,16.82
2001.0,5300.0,35.86,17.94
2001.0,5400.0,38.38,18.59
2001.0,5500.0,35.83,19.46
2001.0,5600.0,39.07,19.36
2001.0,5700.0,37.82,18.08
2001.0,5800.0,21.80,13.57
2001.0,5900.0,12.75,13.31
2001.0,6000.0,13.04,13.21
2002.0,0.0,0.00,17.97
2002.0,100.0,0.00,15.40
2002.0,200.0,0.00,11.05
2002.0,300.0,0.00,6.86
2002.0,400.0,0.00,4.88
2002.0,500.0,0.00,3.93
2002.0,600.0,0.00,3.41
2002.0,700.0,0.00,3.22
2002.0,800.0,0.00,3.07
2002.0,900.0,0.00,3.09
2002.0,1000.0,0.00,3.12
2002.0,1100.0,0.00,3.17
2002.0,1200.0,0.00,3.21
2002.0,1300.0,0.01,3.27
2002.0,1400.0,0.02,3.35
2002.0,1500.0,0.03,3.43
2002.0,1600.0,0.03,3.57
2002.0,1700.0,0.04,3.61
2002.0,1800.0,0.03,3.67
2002.0,1900.0,0.05,3.72
2002.0,2000.0,0.09,3.78
2002.0,2100.0,0.15,3.92
2002.0,2200.0,0.23,4.04
2002.0,2300.0,0.35,4.24
2002.0,2400.0,0.50,4.39
2002.0,2500.0,0.65,4.47
2002.0,2600.0,0.81,4.60
2002.0,2700.0,1.05,4.84
2002.0,2800.0,1.49,5.16
2002.0,2900.0,2.09,5.27
2002.0,3000.0,2.93,5.46
2002.0,3100.0,4.17,5.76
2002.0,3200.0,6.24,6.12
2002.0,3300.0,8.23,6.61
2002.0,3400.0,10.38,7.14
2002.0,3500.0,12.72,7.66
2002.0,3600.0,15.51,8.29
2002.0,3700.0,18.24,8.64
2002.0,3800.0,20.76,8.75
2002.0,3900.0,23.59,8.88
2002.0,4000.0,26.03,8.89
2002.0,4100.0,28.13,8.98
2002.0,4200.0,29.54,9.06
2002.0,4300.0,31.11,9.31
2002.0,4400.0,32.79,9.65
2002.0,4500.0,33.21,9.74
2002.0,4600.0,32.59,9.96
2002.0,4700.0,31.10,10.60
2002.0,4800.0,29.64,11.48
2002.0,4900.0,28.67,12.33
2002.0,5000.0,27.57,12.80
2002.0,5100.0,28.98,13.21
2002.0,5200.0,33.02,13.96
2002.0,5300.0,38.98,14.65
2002.0,5400.0,40.70,15.24
2002.0,5500.0,40.24,16.16
2002.0,5600.0,43.49,17.39
2002.0,5700.0,41.65,17.17
2002.0,5800.0,23.43,15.53
2002.0,5900.0,15.14,10.66
2002.0,6000.0,14.48,10.81
2003.0,0.0,0.00,6.17
2003.0,100.0,0.00,3.21
2003.0,200.0,0.00,2.04
2003.0,300.0,0.00,1.65
2003.0,400.0,0.00,1.58
2003.0,500.0,0.00,1.53
2003.0,600.0,0.00,1.47
2003.0,700.0,0.00,1.44
2003.0,800.0,0.00,1.41
2003.0,900.0,0.00,1.47
2003.0,1000.0,0.00,1.63
2003.0,1100.0,0.00,1.72
2003.0,1200.0,0.01,1.72
2003.0,1300.0,0.02,1.84
2003.0,1400.0,0.03,1.96
2003.0,1500.0,0.04,2.05
2003.0,1600.0,0.04,1.98
2003.0,1700.0,0.04,2.00
2003.0,1800.0,0.03,2.04
2003.0,1900.0,0.02,2.10
2003.0,2000.0,0.02,2.11
2003.0,2100.0,0.03,2.12
2003.0,2200.0,0.03,2.16
2003.0,2300.0,0.04,2.24
2003.0,2400.0,0.04,2.32
2003.0,2500.0,0.04,2.36
2003.0,2600.0,0.04,2.46
2003.0,2700.0,0.04,2.58
2003.0,2800.0,0.05,2.67
2003.0,2900.0,0.05,2.70
2003.0,3000.0,0.06,2.79
2003.0,3100.0,0.08,2.94
2003.0,3200.0,0.17,3.18
2003.0,3300.0,0.36,3.32
2003.0,3400.0,0.53,3.50
2003.0,3500.0,0.81,3.64
2003.0,3600.0,1.32,3.87
2003.0,3700.0,2.00,4.14
2003.0,3800.0,2.98,4.37
2003.0,3900.0,4.24,4.65
2003.0,4000.0,5.68,4.89
2003.0,4100.0,7.21,5.13
2003.0,4200.0,8.78,5.31
2003.0,4300.0,10.52,5.48
2003.0,4400.0,12.70,5.69
2003.0,4500.0,13.88,5.82
2003.0,4600.0,14.36,6.00
2003.0,4700.0,14.61,6.37
2003.0,4800.0,14.78,6.80
2003.0,4900.0,15.60,7.19
2003.0,5000.0,16.18,7.45
2003.0,5100.0,18.85,7.83
2003.0,5200.0,23.46,8.33
2003.0,5300.0,30.49,8.58
2003.0,5400.0,32.78,9.07
2003.0,5500.0,32.12,9.52
2003.0,5600.0,37.31,9.64
2003.0,5700.0,31.46,9.40
2003.0,5800.0,12.40,8.07
2003.0,5900.0,7.19,6.61
2003.0,6000.0,7.08,6.87
2004.0,0.0,0.00,3.12
2004.0,100.0,0.00,0.84
2004.0,200.0,0.00,0.32
2004.0,300.0,0.00,0.05
2004.0,400.0,0.00,0.01
2004.0,500.0,0.00,0.00
2004.0,600.0,0.00,0.00
2004.0,700.0,0.00,0.00
2004.0,800.0,0.00,0.00
2004.0,900.0,0.00,0.00
2004.0,1000.0,0.00,0.00
2004.0,1100.0,0.00,0.00
2004.0,1200.0,0.00,0.01
2004.0,1300.0,0.01,0.01
2004.0,1400.0,0.02,0.03
2004.0,1500.0,0.03,0.04
2004.0,1600.0,0.04,0.04
2004.0,1700.0,0.04,0.05
2004.0,1800.0,0.04,0.07
2004.0,1900.0,0.05,0.08
2004.0,2000.0,0.07,0.11
2004.0,2100.0,0.10,0.15
2004.0,2200.0,0.15,0.19
2004.0,2300.0,0.21,0.27
2004.0,2400.0,0.29,0.37
2004.0,2500.0,0.39,0.47
2004.0,2600.0,0.50,0.57
2004.0,2700.0,0.61,0.69
2004.0,2800.0,0.77,0.86
2004.0,2900.0,0.87,0.90
2004.0,3000.0,0.99,0.99
2004.0,3100.0,1.14,1.11
2004.0,3200.0,1.38,1.33
2004.0,3300.0,1.61,1.61
2004.0,3400.0,1.82,1.89
2004.0,3500.0,2.03,2.13
2004.0,3600.0,2.35,2.43
2004.0,3700.0,2.68,2.63
2004.0,3800.0,2.93,2.79
