Sen_slope,Area
n10,25.73
n09,8.63
n08,13.19
n07,19.9
n06,37.29
n05,63.32
n04,104.23
n03,108.96
n02,34.88
n01,16.45
n00,9.7
p00,5.54
p01,11.79
p02,26.16
p03,85.11
p04,97.05
p05,59.94
p06,15.75
p07,0.86
p08,0.0
p09,0.0
p10,0.0
