Year,SCA,CCA
2000,32.40,80.93
2001,35.04,78.20
2002,38.72,73.01
2003,36.66,64.38
2004,35.25,56.67
2005,36.55,59.70
2006,40.11,65.98
2007,43.84,62.41
2008,39.19,61.81
2009,39.29,64.78
2010,40.68,64.92
2011,37.97,63.48
2012,38.69,63.85
2013,35.73,54.37
2014,39.58,62.56
2015,36.54,59.51
2016,28.52,46.64
2017,34.47,63.40
2018,43.43,61.33
2019,36.68,55.29
2020,36.03,62.13
2021,28.49,55.51
2022,37.02,58.14
2023,41.70,61.47
