Year,SCA,CCA
2000,21.80,28.05
2001,17.27,23.68
2002,22.18,20.33
2003,16.69,13.16
2004,15.88,16.07
2005,20.68,19.89
2006,17.45,18.41
2007,17.88,11.60
2008,18.98,11.94
2009,16.98,16.05
2010,15.15,8.06
2011,14.42,9.98
2012,15.40,16.17
2013,15.43,11.42
2014,14.79,12.57
2015,13.37,17.88
2016,18.39,18.36
2017,15.76,14.46
2018,13.98,12.62
2019,8.77,13.51
2020,12.42,10.67
2021,11.37,7.81
2022,14.25,10.31
2023,13.30,19.01
2024,15.07,25.96
