Year,SCA,CCA
2000,5.50,21.96
2001,2.91,19.86
2002,6.66,13.86
2003,2.79,8.55
2004,3.17,7.07
2005,3.99,12.87
2006,2.81,12.02
2007,3.59,6.04
2008,4.07,10.45
2009,3.19,10.63
2010,3.09,4.08
2011,3.97,6.48
2012,1.79,10.70
2013,1.93,7.91
2014,2.05,7.05
2015,2.96,10.29
2016,3.84,14.87
2017,3.68,9.42
2018,2.45,8.45
2019,0.51,6.14
2020,2.16,6.91
2021,0.85,2.27
2022,4.31,6.53
2023,0.70,10.72
2024,3.73,19.11
