Year,SCA,CCA
2000,19.73,49.23
2001,15.61,49.12
2002,18.11,43.21
2003,15.99,36.91
2004,14.43,36.66
2005,16.33,35.76
2006,17.99,36.08
2007,21.08,37.49
2008,22.84,36.64
2009,20.48,39.39
2010,20.11,37.56
2011,21.19,36.38
2012,19.12,38.39
2013,16.95,37.74
2014,19.67,36.99
2015,18.72,37.90
2016,13.77,34.38
2017,14.93,35.57
2018,20.75,36.22
2019,18.26,37.11
2020,20.97,35.16
2021,13.93,37.50
2022,17.57,36.85
2023,22.03,38.12
2024,23.02,48.62
