Year,SCA,CCA
2000,50.42,80.67
2001,48.92,77.47
2002,51.80,72.30
2003,51.08,66.65
2004,48.90,61.12
2005,56.37,58.95
2006,57.20,63.64
2007,58.90,62.20
2008,53.77,60.09
2009,61.31,63.73
2010,57.54,65.04
2011,55.26,63.18
2012,57.29,61.52
2013,53.33,53.87
2014,55.68,63.66
2015,53.87,60.12
2016,46.59,52.20
2017,52.02,63.35
2018,57.87,60.71
2019,53.70,58.40
2020,56.01,61.44
2021,47.53,57.16
2022,54.37,59.62
2023,58.74,59.08
2024,59.11,75.97
