Year,Elevation,SCA,CCA
2000.0,0,0.0,30.13171763306343
2000.0,100,0.0,25.67355333165379
2000.0,200,0.0,22.84023172697862
2000.0,300,0.0,20.255619732827306
2000.0,400,0.0,18.475193311265652
2000.0,500,0.0,17.508725369386614
2000.0,600,0.0,16.75947462599014
2000.0,700,0.0,16.347110344207888
2000.0,800,0.0012998276936669894,15.771979172593879
2000.0,900,0.004118663846356938,15.344452092471487
2000.0,1000,0.012791548643952762,15.419076726574493
2000.0,1100,0.03921568627450979,15.66326306984735
2000.0,1200,0.11547047557418547,16.413464710528018
2000.0,1300,0.2661093568937487,17.22257759281197
2000.0,1400,0.5967731514150341,17.9081861607584
2000.0,1500,1.2234055330098124,18.4467405911173
2000.0,1600,2.1611369729694365,18.904805940752237
2000.0,1700,3.195573944816474,19.64449867086266
2000.0,1800,4.408545848529753,20.40617958944579
2000.0,1900,6.2577731447164515,20.936065924562516
2000.0,2000,8.159499116171897,20.954163804690726
2000.0,2100,10.47335727564534,20.76838313121231
2000.0,2200,12.618879825254862,20.716960322034602
2000.0,2300,15.002814699215113,20.729975356755222
2000.0,2400,17.7690008130264,20.87848710196007
2000.0,2500,20.738547543834617,20.885854492450093
2000.0,2600,24.087352884066604,20.891676409361875
2000.0,2700,26.98571478115326,20.8188157376398
2000.0,2800,29.628483567555826,20.779590228018954
2000.0,2900,32.04922242812703,20.81898053682958
2000.0,3000,34.48325735478336,20.7985413804823
2000.0,3100,37.09579925792838,20.84468481186988
2000.0,3200,39.95116458614371,20.957172186480182
2000.0,3300,43.28825545544941,21.367332729603667
2000.0,3400,46.266011065566225,21.604622386574206
2000.0,3500,48.40082987660528,21.448566809354
2000.0,3600,50.3806114708402,21.393742822655938
2000.0,3700,51.972881686515464,21.434836562807153
2000.0,3800,53.14703781278776,21.384419891384983
2000.0,3900,54.42312966459298,21.171316371147054
2000.0,4000,55.826084162291245,21.58363061096923
2000.0,4100,57.224232235367964,22.287869089829734
2000.0,4200,58.05600437356466,22.94343558530929
2000.0,4300,58.526973742780875,23.655216166650163
2000.0,4400,58.61010528455474,24.253189671274082
2000.0,4500,59.77486344135915,24.78544496417672
2000.0,4600,64.09483002610143,25.84474187806316
2000.0,4700,65.64696095532,26.142643121542587
2000.0,4800,64.35969209237227,26.218293307976182
2000.0,4900,58.86524999999999,27.29406745229187
2000.0,5000,54.2841163310962,28.175762953442852
2001.0,0,0.0,35.77248877003652
2001.0,100,0.0,30.96090233215109
2001.0,200,0.0,26.605129415407834
2001.0,300,0.0,23.16679198320007
2001.0,400,0.0,20.34217402667884
2001.0,500,0.0,18.204342756058818
2001.0,600,0.0,16.729051728689267
2001.0,700,0.0,15.727458951675988
2001.0,800,0.0,14.751734403440048
2001.0,900,0.0,13.913549718830629
2001.0,1000,0.0,13.56829147364616
2001.0,1100,0.0,13.595448825338286
2001.0,1200,9.454460336314312E-5,14.145210656780483
2001.0,1300,0.0024136034385698487,14.637579030118095
2001.0,1400,0.00640017582676993,15.176232575597627
2001.0,1500,0.0250905257468809,15.679156435076143
2001.0,1600,0.08079293283305937,16.151321743483745
2001.0,1700,0.2019379693419699,16.75740168061645
2001.0,1800,0.48664627039868386,17.213023911819942
2001.0,1900,1.1455448399714105,17.647883470298417
2001.0,2000,1.9215893576557719,17.999989714265684
2001.0,2100,3.1018301628713005,18.384600453111158
2001.0,2200,4.65421359628962,18.65389862899224
2001.0,2300,6.790358063498786,18.757183987018692
2001.0,2400,9.464535244172176,18.833563086356275
2001.0,2500,12.147587065422506,18.83145690083408
2001.0,2600,14.935322198751855,18.834750443373554
2001.0,2700,17.201299263245204,18.845325566939106
2001.0,2800,19.177625449287667,18.892955930844053
2001.0,2900,21.438715791207912,18.98383214726672
2001.0,3000,23.8133327302435,18.958788350534256
2001.0,3100,26.553857872206923,19.22320220626729
2001.0,3200,29.603135806340802,19.5169090627865
2001.0,3300,33.30279987896193,20.07141594570972
2001.0,3400,36.29205642068535,20.34272858502422
2001.0,3500,38.06303012983679,20.200031242410777
2001.0,3600,39.56800494345157,20.12745078272703
2001.0,3700,40.78594579719306,20.321393287951913
2001.0,3800,41.39182696037264,20.47452372873966
2001.0,3900,41.76569212840509,20.625844174992242
2001.0,4000,43.06197458576628,21.149589150471254
2001.0,4100,44.170479446809246,21.762365277765873
2001.0,4200,45.01985263162095,22.154467217126815
2001.0,4300,44.924464904698006,22.73069348731633
2001.0,4400,44.67785420930331,23.281488772805094
2001.0,4500,45.36500028492116,23.692414727437725
2001.0,4600,48.434777823201976,24.488434325089106
2001.0,4700,49.5018918556286,24.38509027890441
2001.0,4800,47.56011196641008,24.1961357036782
2001.0,4900,41.67324999999999,24.324129593524752
2001.0,5000,37.85234899328859,23.274104376615746
2002.0,0,0.0,19.510158753473384
2002.0,100,0.0,16.261024594253527
2002.0,200,0.0,14.124908758652634
2002.0,300,0.0,12.13609179643613
2002.0,400,0.0,10.818054227142799
2002.0,500,0.0,9.973858467007481
2002.0,600,0.0017237599135095907,9.267673033422632
2002.0,700,0.003470513405792658,8.583854612130073
2002.0,800,0.0042145928249202385,7.982480923996827
2002.0,900,0.0166554747738044,7.626031453804172
2002.0,1000,0.05385915218506426,7.656255377648749
2002.0,1100,0.12258048277077194,7.729947089358445
2002.0,1200,0.28883376327440224,8.088575055269235
2002.0,1300,0.6143237485807966,8.679516397739347
2002.0,1400,1.2140149944553853,9.315327500248694
2002.0,1500,2.2083036890271703,10.059177631155933
2002.0,1600,3.468302862267657,10.703085622761781
2002.0,1700,4.737697283792524,11.381577597316452
2002.0,1800,6.111406365060336,12.106244742726396
2002.0,1900,7.964377365018083,12.743069337026585
2002.0,2000,9.88189134423308,13.01047683883746
2002.0,2100,12.488214399092824,13.011602748896745
2002.0,2200,15.204143142038122,13.069315591624557
2002.0,2300,18.29666603986183,13.014634862974178
2002.0,2400,21.83180417488581,13.061580344996212
2002.0,2500,25.29650103974697,13.057318281706776
2002.0,2600,28.95118123333931,13.051899450774332
2002.0,2700,31.812824220242717,13.191099615772583
2002.0,2800,34.5867400474125,13.332676283566254
2002.0,2900,37.46746938100487,13.474091476128113
2002.0,3000,40.27998328187979,13.495268371017861
2002.0,3100,42.975490235715284,13.608096105039207
2002.0,3200,45.50102783300437,13.859159843651314
2002.0,3300,48.343520968812854,14.237423906954676
2002.0,3400,50.639621143887446,14.369859102468235
2002.0,3500,52.30094663937946,14.235463566859792
2002.0,3600,53.81508551227519,14.21290342953708
2002.0,3700,54.85978389482263,14.27271527964473
2002.0,3800,55.32646018206533,14.313764933096978
2002.0,3900,55.55771507686667,14.369261947988681
2002.0,4000,55.97779680847028,14.853175483341797
2002.0,4100,56.17337238344875,15.456198165792431
2002.0,4200,56.46789560109577,15.730897050293606
2002.0,4300,56.11498266845486,15.974733506896298
2002.0,4400,55.51732182702658,16.461217087115223
2002.0,4500,55.95992380394168,17.11559515305461
2002.0,4600,58.32189691499732,17.382256408929347
2002.0,4700,58.93814571313565,17.744319568134053
2002.0,4800,57.728901329601136,17.926839645239045
2002.0,4900,53.3505,16.915087365591393
2002.0,5000,49.56823266219239,18.328853046594983
2003.0,0,0.0,13.527050569810989
2003.0,100,0.0,9.908206504294196
2003.0,200,0.0,8.115928727819627
2003.0,300,0.0,7.004147705188767
2003.0,400,0.0,6.267465997618841
2003.0,500,0.0,5.858788106823296
2003.0,600,0.0,5.4159299900856315
2003.0,700,0.0,5.13805452485996
2003.0,800,3.348041029142245E-4,4.891305075592083
2003.0,900,0.0025515624804260057,4.678821331664509
2003.0,1000,0.0025192184086562314,4.674616180165075
2003.0,1100,0.004782400765184121,4.75433204789913
2003.0,1200,0.014370779711197754,5.074711297509902
2003.0,1300,0.06313680105973192,5.404392884804381
2003.0,1400,0.08091033089112527,5.637021393062354
2003.0,1500,0.20845455001499458,5.834649200017638
2003.0,1600,0.44933610585396544,6.014245095459881
2003.0,1700,0.7328458764101791,6.288484497792606
2003.0,1800,1.0967654092327417,6.652076371141708
2003.0,1900,1.6579494705119335,6.9981976623613695
2003.0,2000,2.2958194212243295,7.137398489744318
2003.0,2100,3.185214729616918,7.296393078245618
2003.0,2200,4.337725934192202,7.3825893931719255
2003.0,2300,6.011089707617753,7.463534873511259
2003.0,2400,8.245797280143453,7.542853328083767
2003.0,2500,10.736244317307511,7.575907848863364
2003.0,2600,13.612059912854388,7.582874213123297
2003.0,2700,16.458226738711826,7.491247751368198
2003.0,2800,19.361203534579005,7.459768365961649
2003.0,2900,22.247124232284936,7.374754764132991
2003.0,3000,25.13252899163478,7.342722472945856
2003.0,3100,27.981038253398644,7.435403916988148
2003.0,3200,31.017767015741278,7.512529664919138
2003.0,3300,34.37628662513462,7.609535701644309
2003.0,3400,36.9167586012135,7.688480402105477
2003.0,3500,38.979812348113455,7.602931578088873
2003.0,3600,40.92534498903876,7.640315568387398
2003.0,3700,42.461109777872096,7.756674938245179
2003.0,3800,43.9107670825365,7.726585955952839
2003.0,3900,45.05241062292957,7.641736218773438
2003.0,4000,46.37518941432358,7.664641494537761
2003.0,4100,48.0175601995163,7.6539908285365925
2003.0,4200,48.881853896602685,7.674929768110903
2003.0,4300,49.19418222963793,7.895957044337146
2003.0,4400,49.297938196719066,8.4686181601099
2003.0,4500,49.76169194324368,8.86819738334128
2003.0,4600,51.88917890499698,9.65203153296789
2003.0,4700,52.47613041728164,9.887865510364346
2003.0,4800,51.04877536738978,9.207963059110938
2003.0,4900,50.195249999999994,8.723570788530466
2003.0,5000,47.28411633109619,10.582076447523514
2004.0,0,0.0,7.786639933416616
2004.0,100,0.0,4.943729591453856
2004.0,200,0.0,4.100764541663653
2004.0,300,0.0,3.602368791703651
2004.0,400,0.0,3.384619914349221
2004.0,500,0.0,3.4224891568547413
2004.0,600,2.7217261792256695E-4,3.3725810520904917
2004.0,700,2.142292225797937E-4,3.3812787618752336
2004.0,800,6.499138468334947E-4,3.3797567223058964
2004.0,900,0.0029332923003322583,3.4081777068126127
2004.0,1000,0.006298046021640579,3.4738829886199882
2004.0,1100,0.018273805029071957,3.644885076080108
2004.0,1200,0.06173762599613246,3.897868303955526
2004.0,1300,0.21202090197104187,4.227006854944954
2004.0,1400,0.43998156260954197,4.549288098708818
2004.0,1500,0.8193674017966373,4.960141571044046
2004.0,1600,1.3648400919038781,5.480300866679366
