Elevation,Tendencia
0.0,0.11643757943796132
100.0,0.03045561732025888
200.0,-0.12338062276437362
300.0,-0.17534494780140514
400.0,-0.1605535193185587
500.0,-0.2534615716226092
600.0,-0.23820902106490843
700.0,-0.1435307214811899
800.0,0.13150805472487373
900.0,0.4008655578525395
1000.0,0.7422700659179559
1100.0,0.8143268476674773
1200.0,0.4395003657715993
1300.0,0.2498204913151913
1400.0,0.13891039579126255
1500.0,0.09352597665937684
1600.0,0.10674042091718022
1700.0,0.016809564323655234
1800.0,-0.06125768422791253
1900.0,-0.07160607855346082
2000.0,-0.06643274705647638
2100.0,-0.08292700140529613
2200.0,-0.02357582996416774
2300.0,-0.04487987600103332
2400.0,-0.14301538116403303
2500.0,-0.82318627173359
2600.0,0.0
2700.0,0.0
