Year,Elevation,SCA,CCA
2000.0,0.0,0.00,54.28
2000.0,100.0,0.00,48.20
2000.0,200.0,0.00,32.99
2000.0,300.0,0.00,22.27
2000.0,400.0,0.00,17.74
2000.0,500.0,0.00,15.16
2000.0,600.0,0.00,14.17
2000.0,700.0,0.00,13.27
2000.0,800.0,0.00,12.87
2000.0,900.0,0.00,12.95
2000.0,1000.0,0.00,13.41
2000.0,1100.0,0.00,14.17
2000.0,1200.0,0.00,15.12
2000.0,1300.0,0.00,16.21
2000.0,1400.0,0.00,17.34
2000.0,1500.0,0.00,18.14
2000.0,1600.0,0.00,19.02
2000.0,1700.0,0.00,20.04
2000.0,1800.0,0.00,20.77
2000.0,1900.0,0.00,21.21
2000.0,2000.0,0.00,21.63
2000.0,2100.0,0.00,22.11
2000.0,2200.0,0.00,22.01
2000.0,2300.0,0.00,22.98
2000.0,2400.0,0.00,23.55
2000.0,2500.0,0.00,24.33
2000.0,2600.0,0.00,25.14
2000.0,2700.0,0.00,25.94
2000.0,2800.0,0.00,27.08
2000.0,2900.0,0.00,28.37
2000.0,3000.0,0.00,29.51
2000.0,3100.0,0.00,30.29
2000.0,3200.0,0.00,31.35
2000.0,3300.0,0.00,33.01
2000.0,3400.0,0.00,34.00
2000.0,3500.0,0.00,35.26
2000.0,3600.0,0.00,36.49
2000.0,3700.0,0.00,37.63
2000.0,3800.0,0.01,38.71
2000.0,3900.0,0.01,39.95
2000.0,4000.0,0.01,40.43
2000.0,4100.0,0.03,44.19
2000.0,4200.0,0.06,46.03
2000.0,4300.0,0.13,47.11
2000.0,4400.0,0.35,46.32
2000.0,4500.0,0.91,44.15
2000.0,4600.0,2.89,45.16
2000.0,4700.0,7.32,46.32
2000.0,4800.0,14.92,46.42
2000.0,4900.0,25.62,46.45
2000.0,5000.0,38.48,46.23
2000.0,5100.0,53.99,46.09
2000.0,5200.0,66.25,46.13
2000.0,5300.0,73.75,46.22
2000.0,5400.0,78.78,45.82
2000.0,5500.0,81.78,46.09
2000.0,5600.0,83.05,46.18
2000.0,5700.0,84.19,45.68
2000.0,5800.0,85.01,44.53
2000.0,5900.0,86.70,44.52
2000.0,6000.0,87.03,45.36
2000.0,6100.0,90.13,47.95
2000.0,6200.0,94.22,52.19
2000.0,6300.0,94.29,50.80
2000.0,6400.0,96.02,50.11
2000.0,6500.0,96.84,49.67
2000.0,6600.0,97.04,48.83
2000.0,6700.0,97.63,47.82
2001.0,0.0,0.00,54.77
2001.0,100.0,0.00,46.41
2001.0,200.0,0.00,30.25
2001.0,300.0,0.00,18.98
2001.0,400.0,0.00,15.75
2001.0,500.0,0.00,14.34
2001.0,600.0,0.00,13.64
2001.0,700.0,0.00,13.22
2001.0,800.0,0.00,13.01
2001.0,900.0,0.00,12.84
2001.0,1000.0,0.00,13.09
2001.0,1100.0,0.00,13.52
2001.0,1200.0,0.00,14.44
2001.0,1300.0,0.00,15.35
2001.0,1400.0,0.00,16.45
2001.0,1500.0,0.00,17.28
2001.0,1600.0,0.00,18.46
2001.0,1700.0,0.00,19.62
2001.0,1800.0,0.00,20.77
2001.0,1900.0,0.00,21.58
2001.0,2000.0,0.00,22.32
2001.0,2100.0,0.00,23.02
2001.0,2200.0,0.00,23.03
2001.0,2300.0,0.00,24.16
2001.0,2400.0,0.00,24.98
2001.0,2500.0,0.00,25.93
2001.0,2600.0,0.00,26.98
2001.0,2700.0,0.00,28.13
2001.0,2800.0,0.00,29.85
2001.0,2900.0,0.00,31.56
2001.0,3000.0,0.00,32.92
2001.0,3100.0,0.00,34.25
2001.0,3200.0,0.00,35.87
2001.0,3300.0,0.00,38.06
2001.0,3400.0,0.00,39.32
2001.0,3500.0,0.00,40.57
2001.0,3600.0,0.00,41.65
2001.0,3700.0,0.00,43.12
2001.0,3800.0,0.01,44.37
2001.0,3900.0,0.01,45.98
2001.0,4000.0,0.01,47.50
2001.0,4100.0,0.02,51.81
2001.0,4200.0,0.04,54.31
2001.0,4300.0,0.11,55.86
2001.0,4400.0,0.30,54.99
2001.0,4500.0,0.75,52.39
2001.0,4600.0,2.56,52.65
2001.0,4700.0,6.56,53.11
2001.0,4800.0,13.82,52.55
2001.0,4900.0,24.31,52.14
2001.0,5000.0,36.98,51.42
2001.0,5100.0,52.41,50.62
2001.0,5200.0,64.47,50.03
2001.0,5300.0,71.88,49.36
2001.0,5400.0,76.81,48.35
2001.0,5500.0,79.78,48.25
2001.0,5600.0,81.14,47.77
2001.0,5700.0,82.56,46.72
2001.0,5800.0,83.35,45.55
2001.0,5900.0,85.54,44.89
2001.0,6000.0,86.11,45.32
2001.0,6100.0,89.71,46.46
2001.0,6200.0,94.28,50.58
2001.0,6300.0,94.17,49.34
2001.0,6400.0,95.37,48.17
2001.0,6500.0,96.39,48.61
2001.0,6600.0,97.05,49.63
