Year,SCA,CCA
2000,21.61,29.14
2001,17.61,24.73
2002,22.16,21.24
2003,16.55,14.08
2004,16.30,17.76
2005,20.54,20.90
2006,17.45,19.43
2007,17.62,12.23
2008,18.67,12.26
2009,17.14,16.89
2010,15.67,8.50
2011,14.35,10.80
2012,15.95,17.10
2013,15.76,11.96
2014,15.49,13.56
2015,13.28,18.42
2016,18.03,18.81
2017,15.96,15.33
2018,14.21,13.36
2019,9.51,14.62
2020,12.59,11.17
2021,11.59,8.97
2022,13.96,11.36
2023,13.73,20.24
2024,15.18,27.39
