Sen_slope,Area
n10,0.0
n09,0.0
n08,1.2882791681985293
n07,6.248487125245097
n06,14.151116113480393
n05,17.569135641176505
n04,16.505812541666675
n03,11.387175823284318
n02,11.350886893075979
n01,30.60701192420346
0,0.0
p01,505.6201780063415
p02,119.83905518774503
p03,94.25523264678318
p04,59.86989060024511
p05,31.680211289859102
p06,9.817768690533084
p07,2.106213961213235
p08,0.42930361427696073
p09,0.0
p10,0.0
