Sen_slope,Area
n10,4.86
n09,3.19
n08,4.4
n07,5.99
n06,7.1
n05,17.22
n04,23.96
n03,28.85
n02,33.19
n01,40.99
n00,30.84
p00,31.0
p01,772.91
p02,604.92
p03,49.78
p04,28.27
p05,13.53
p06,8.88
p07,4.25
p08,0.61
p09,0.0
p10,0.0
