Year,SCA,CCA
2000,12.41,73.33
2001,8.81,68.22
2002,12.60,74.12
2003,12.94,64.23
2004,10.83,61.84
2005,18.50,63.42
2006,16.19,63.17
2007,20.02,59.97
2008,12.40,51.12
2009,14.42,60.78
2010,16.37,63.69
2011,14.48,60.45
2012,13.38,62.23
2013,11.84,55.74
2014,12.01,63.11
2015,13.79,58.04
2016,9.25,49.17
2017,12.88,66.29
2018,16.38,59.24
2019,13.96,57.68
2020,14.75,59.64
2021,11.11,50.88
2022,17.87,61.87
2023,15.83,61.13
2024,18.60,65.45
