Year,Snowline_elev
2000.0,656.10
2001.0,679.24
2002.0,657.61
2003.0,799.97
2004.0,812.73
2005.0,726.46
2006.0,691.58
2007.0,829.02
2008.0,642.92
2009.0,987.46
2010.0,690.03
2011.0,794.64
2012.0,720.12
2013.0,845.70
2014.0,694.09
2015.0,851.10
2016.0,771.43
2017.0,655.39
2018.0,769.41
2019.0,809.27
2020.0,626.98
2021.0,868.76
2022.0,822.78
2023.0,720.86
2024.0,542.61
