Sen_slope,Area
n10,747.51
n09,645.36
n08,876.26
n07,1220.56
n06,1399.71
n05,1270.66
n04,795.34
n03,450.35
n02,313.66
n01,236.19
n00,108.3
p00,0.0
p01,0.0
p02,0.0
p03,0.0
p04,0.0
p05,0.0
p06,0.0
p07,0.0
p08,0.0
p09,0.0
p10,0.0
