Sen_slope,Area
n10,71.6
n09,49.98
n08,80.25
n07,109.1
n06,132.43
n05,150.79
n04,141.43
n03,90.58
n02,33.95
n01,9.94
n00,0.85
p00,27.19
p01,150.4
p02,93.19
p03,32.92
p04,5.54
p05,2.07
p06,0.7
p07,0.13
p08,0.0
p09,0.0
p10,0.0
