Year,Snowline_elev
2000.0,292.7245737372364
2001.0,287.26884706393463
2002.0,291.77866176911004
2003.0,285.2747022513765
2004.0,286.2838374908999
2005.0,272.7968399304289
2006.0,276.25375394317933
2007.0,288.18148007533546
2008.0,285.6448677135532
2009.0,279.9947201798723
2010.0,291.3373422541273
2011.0,291.37167294889014
2012.0,286.2593134422676
2013.0,287.6132095172235
2014.0,281.5084498170296
2015.0,294.7979655041127
2016.0,291.99074559487013
2017.0,285.009420588952
2018.0,275.93880178085794
2019.0,288.33824602347676
2020.0,287.9454037255478
2021.0,284.4202688405377
2022.0,275.4930998738619
2023.0,278.1670400164351
2024.0,295.5392345597325
