Year,Snowline_elev
2000.0,1837.8738556997237
2001.0,2076.0160645687015
2002.0,1803.5238949391426
2003.0,2027.2350938982554
2004.0,1922.3275620356092
2005.0,2006.2911005458232
2006.0,1812.4455264027893
2007.0,1839.5276165096284
2008.0,1998.33031216695
2009.0,1861.9655450446874
2010.0,1874.2799684246131
2011.0,1658.8606819466352
2012.0,2222.254954842814
2013.0,2212.123595157746
2014.0,2068.33199033038
2015.0,1873.4801307826974
2016.0,1996.5584655505768
2017.0,1866.000330711606
2018.0,1697.4851921774343
2019.0,2164.5159133010993
2020.0,1924.2750692596546
2021.0,2452.05363329947
2022.0,1748.2680368980396
2023.0,2437.662514802254
2024.0,1653.749333854046
