Year,Snowline_elev
2000.0,3397.7015514518625
2001.0,3802.546768235471
2002.0,3306.5293183675594
2003.0,3793.362933717954
2004.0,3683.063706393295
2005.0,3516.0428278622535
2006.0,3914.533440720592
2007.0,3517.766521334845
2008.0,3540.9773168074407
2009.0,3651.0896535333763
2010.0,3537.30214759652
2011.0,3655.3043041083206
2012.0,3803.135524046469
2013.0,3594.4791998317946
2014.0,3588.124844323005
2015.0,3474.6644104048128
2016.0,3377.7185369335207
2017.0,3222.095217267384
2018.0,3800.9355716430696
2019.0,3746.557833709013
2020.0,3886.2398201152637
2021.0,3869.647093274959
2022.0,3409.8367960017144
2023.0,4039.9593045772067
2024.0,3529.4397567142973
