Year,SCA,CCA
2000,12.38,69.74
2001,8.18,65.38
2002,10.99,65.78
2003,11.74,59.50
2004,10.30,55.23
2005,18.91,55.82
2006,17.05,57.34
2007,21.80,53.57
2008,13.51,47.46
2009,17.43,56.28
2010,19.63,55.69
2011,14.60,53.52
2012,15.94,55.88
2013,13.63,48.78
2014,11.94,55.21
2015,12.93,53.85
2016,8.96,44.82
2017,13.96,58.41
2018,18.07,54.60
2019,15.22,50.32
2020,16.60,51.69
2021,9.37,46.95
2022,19.26,53.79
2023,16.42,53.76
2024,16.98,62.78
