Year,SCA,CCA
2000,20.32,25.06
2001,16.20,22.46
2002,20.27,17.59
2003,16.34,11.18
2004,14.48,12.48
2005,20.21,17.58
2006,16.84,16.19
2007,17.77,10.14
2008,19.02,11.25
2009,16.02,14.21
2010,13.53,7.04
2011,14.08,8.21
2012,13.75,14.11
2013,14.16,10.25
2014,12.80,10.46
2015,13.08,16.54
2016,18.54,17.28
2017,14.77,12.57
2018,13.00,11.04
2019,6.92,11.08
2020,11.65,9.63
2021,10.53,5.41
2022,14.35,8.11
2023,11.91,16.30
