Year,Snowline_elev
2000.0,2233.1280825110184
2001.0,2382.0389429846305
2002.0,2356.7648486987955
2003.0,2380.210804834013
2004.0,2316.840089037785
2005.0,2299.5701531771506
2006.0,2406.3916722905856
2007.0,2413.9000347789456
2008.0,2470.117837927753
2009.0,2447.633191215817
2010.0,2442.7535902086324
2011.0,2544.159933424528
2012.0,2480.58017719416
2013.0,2674.646661278468
2014.0,2416.720561507585
2015.0,2563.819392159714
2016.0,2476.3830247345345
2017.0,2457.3186874279572
2018.0,2511.2822522240913
2019.0,2691.7588181945366
2020.0,2486.8786018244728
2021.0,2764.0290671953876
2022.0,2430.3976382209094
2023.0,2584.926560089445
2024.0,2176.5005347776737
