Year,Elevation,SP,CP
2000.0,3400.0,0.02151872251923763,4.111267082155104
2000.0,3500.0,3.2268179196739024,4.024061145687776
2000.0,3600.0,1.1475387399137342,4.428985249279793
2000.0,3700.0,1.6097918347540583,4.756006124853087
2000.0,3800.0,2.0551318377854884,4.859920009868045
2000.0,3900.0,2.8624008893185424,5.003057845362122
2000.0,4000.0,3.535565935370112,5.1337141913174476
2000.0,4100.0,1.9548418629760262,4.311487175495668
2000.0,4200.0,1.5549959678642915,3.770021911286409
2000.0,4300.0,2.665142394571957,3.644754501505787
2000.0,4400.0,1.7402169333093465,3.898125679006189
2000.0,4500.0,1.8217298840521123,4.060881326590707
2000.0,4600.0,2.4036225998164844,4.425507186672095
2000.0,4700.0,3.4443644955203876,5.4933992987557705
2000.0,4800.0,5.083872402054234,5.960768393089434
2000.0,4900.0,4.982553628808923,6.4129191972014805
2000.0,5000.0,4.6797120064560165,6.241953599944281
2000.0,5100.0,4.565288714223483,6.772477578356766
2000.0,5200.0,4.617301639197133,6.84209596575912
2000.0,5300.0,4.7450442998646105,7.168695273516126
2000.0,5400.0,6.260699839939441,8.402491456644585
2000.0,5500.0,9.762188664233143,9.812652128197417
2000.0,5600.0,17.913487400443923,11.26933163696895
2000.0,5700.0,24.966650525947063,12.462600347493451
2000.0,5800.0,31.13411742388314,13.542561836235807
2000.0,5900.0,47.94170714781403,14.369118570398323
2000.0,6000.0,47.32349614395886,14.43199001965825
2000.0,6100.0,50.067782676929966,14.093677602570823
2000.0,6200.0,46.0,13.602941176470589
2001.0,3400.0,0.0,0.5212720992389017
2001.0,3500.0,1.9679781855238327,1.263154671917461
2001.0,3600.0,0.016081668307037084,0.9201003257680791
2001.0,3700.0,0.0,0.918035794387549
2001.0,3800.0,3.6695557822845364E-4,0.9733800535395579
2001.0,3900.0,0.009543770350686777,1.2034353539070917
2001.0,4000.0,0.0534242892504735,1.1689145930766105
2001.0,4100.0,0.07703963383079493,1.0004278194406968
2001.0,4200.0,0.15343342613235053,1.0791341719381637
2001.0,4300.0,1.5193417489144847,1.3426971654380584
2001.0,4400.0,0.1872190622768566,1.4826434959086745
2001.0,4500.0,0.2904107323143356,1.5963248256566243
2001.0,4600.0,0.6761424577938806,1.8054449489064373
2001.0,4700.0,1.5049692063394164,2.5312406582979023
2001.0,4800.0,2.487183293260918,3.002251253746696
2001.0,4900.0,3.184603588095744,3.4792560397110446
2001.0,5000.0,3.6417836185722514,4.087054512023852
2001.0,5100.0,4.753878738024452,4.46320244206882
2001.0,5200.0,6.810368867434659,4.786741045135639
2001.0,5300.0,9.826403377736078,5.136889555225036
2001.0,5400.0,16.831397530769156,5.612912559366575
2001.0,5500.0,28.17112782439937,6.287192019673524
2001.0,5600.0,44.58588153370763,7.249907313251192
2001.0,5700.0,55.266651556205765,8.103875862177071
2001.0,5800.0,62.59355022289669,8.10391613151555
2001.0,5900.0,79.95012144344206,10.220954529970799
2001.0,6000.0,80.73850899742929,9.848973762598435
2001.0,6100.0,80.94380091174054,10.34311858913907
2001.0,6200.0,80.0,8.253968253968255
2002.0,3400.0,0.9243574709875227,0.7356932826350895
2002.0,3500.0,8.387437452290165,1.347890035084581
2002.0,3600.0,5.867291684697321,1.4695295120516572
2002.0,3700.0,6.902120938529664,1.8107399283662005
2002.0,3800.0,7.443160019973898,1.9985855327130948
2002.0,3900.0,8.628495301375308,2.0699384021801026
2002.0,4000.0,8.477637245261265,2.211158959651263
2002.0,4100.0,4.148554695367624,2.132457746203864
2002.0,4200.0,2.9756953179262444,1.7663767549047553
2002.0,4300.0,3.693787444581758,2.43734224878033
2002.0,4400.0,3.5593229043248495,2.7596226237108183
2002.0,4500.0,4.4582054643696765,3.2442009791639284
2002.0,4600.0,5.5848941760696755,3.505172328898946
2002.0,4700.0,7.182110895249018,3.9758507148214157
2002.0,4800.0,10.664330917743202,3.945930007697862
2002.0,4900.0,11.144207896542634,4.514070889857251
2002.0,5000.0,10.674897993910145,4.703897522124508
2002.0,5100.0,10.42904366243231,4.806526886189757
2002.0,5200.0,11.144426601534704,5.083801860520709
2002.0,5300.0,12.081610103578967,5.2842284258244625
2002.0,5400.0,15.49334577892397,5.322847720718543
2002.0,5500.0,21.43761995129372,5.829830007683756
2002.0,5600.0,30.99240980110546,6.705824585864974
2002.0,5700.0,36.92736676179388,7.627354840331375
2002.0,5800.0,43.53356729583608,8.344353416702019
2002.0,5900.0,60.15553435114504,10.65211574960494
2002.0,6000.0,58.459023136246785,10.80326447176882
2002.0,6100.0,57.68216127344743,11.303182988286755
2002.0,6200.0,53.0,10.240963855421686
2003.0,3400.0,0.12442533231834346,0.0
2003.0,3500.0,3.578483961096771,0.005687647067401492
2003.0,3600.0,0.25764348880287846,0.06334312925582858
2003.0,3700.0,0.37120316500222245,0.18390421880188354
2003.0,3800.0,0.4535117648836464,0.21985667874254103
2003.0,3900.0,0.6639557634100524,0.32063099081309654
2003.0,4000.0,1.053666493894021,0.4154879221870966
2003.0,4100.0,0.9057449006659868,0.5113347168791004
2003.0,4200.0,0.7924280029203093,0.7030092423445766
2003.0,4300.0,2.5997954170141733,0.9912191042891897
2003.0,4400.0,1.3212912337206897,1.02688207403522
2003.0,4500.0,1.933347063133229,1.0946605946014107
2003.0,4600.0,2.3826476872641167,1.2013774066200569
2003.0,4700.0,3.4862948508705123,1.4241785637868938
2003.0,4800.0,5.282034344988912,1.4392778664975148
2003.0,4900.0,5.589748816222948,1.6857825240466666
2003.0,5000.0,5.6003572636305465,1.6854981575361334
2003.0,5100.0,6.049774238716937,1.844630617355266
2003.0,5200.0,7.040013526421397,1.944648062802612
2003.0,5300.0,7.992812845931945,2.0271517715713174
2003.0,5400.0,10.43552189686198,2.0994613065447973
2003.0,5500.0,14.20671673485187,2.5222092367081754
2003.0,5600.0,20.154093223658442,3.6405195957238163
2003.0,5700.0,23.45378774610305,4.319158267671551
2003.0,5800.0,27.25662524898037,4.854734997095721
2003.0,5900.0,33.40371269951423,6.383260400357115
2003.0,6000.0,31.487403598971717,6.726182129781105
2003.0,6100.0,31.87527090650923,6.8056491431561925
2003.0,6200.0,29.0,6.887052341597796
2004.0,3400.0,0.10120656039746345,0.1443021176687504
2004.0,3500.0,3.778591838981991,1.440108931227989
2004.0,3600.0,0.7400022945058656,1.5374756588199936
2004.0,3700.0,0.9225547876988038,1.6754884805605537
2004.0,3800.0,1.2768183368421961,1.8181758346859669
2004.0,3900.0,1.5949069631698858,2.1389606434171022
2004.0,4000.0,1.9297757911614681,2.0964648286696406
2004.0,4100.0,1.3150674434698475,1.3731694127337724
2004.0,4200.0,1.0619368766253168,1.113870244780886
2004.0,4300.0,3.0288331774861676,1.0237049318656626
2004.0,4400.0,1.8206038300281369,1.2093583400562036
2004.0,4500.0,2.6981461233402175,1.3825587378919257
2004.0,4600.0,2.467280104167133,1.7416986777190988
2004.0,4700.0,2.5667438364138415,2.257482485438608
2004.0,4800.0,3.1761652402641234,2.834605217053217
2004.0,4900.0,3.643046263618638,3.344115828055778
2004.0,5000.0,4.1794100985849445,3.394930597598365
2004.0,5100.0,4.689279651363955,3.7786830268625025
2004.0,5200.0,5.622135251392708,3.9153136304311675
2004.0,5300.0,6.3395163845713824,4.217546708198006
2004.0,5400.0,8.132173455608056,4.512764083403821
2004.0,5500.0,10.588114809180002,5.156151463531009
2004.0,5600.0,13.740314227270744,5.997510934550631
2004.0,5700.0,15.71183664218085,6.863876196908687
2004.0,5800.0,21.098188371431284,7.352512660875124
2004.0,5900.0,32.59949687716863,8.924955347493203
2004.0,6000.0,30.727300771208228,8.837034851869022
2004.0,6100.0,28.96054106569016,8.670948081918619
2004.0,6200.0,27.0,8.469945355191257
2005.0,3400.0,1.0067439395084798,2.0194195922342475
2005.0,3500.0,6.374049769406354,2.25743742902407
2005.0,3600.0,3.1110929965911156,2.016971935847827
2005.0,3700.0,3.950187445481481,2.1673718343532338
2005.0,3800.0,4.839751938029119,2.2471389736176652
2005.0,3900.0,5.954053733378032,2.3524492611986387
2005.0,4000.0,6.268854420476948,2.188209796467765
2005.0,4100.0,3.4964816903424563,1.4464668258777593
2005.0,4200.0,2.696530992909398,1.2687286435545888
2005.0,4300.0,3.947204728710107,1.4860281517549483
2005.0,4400.0,3.47257351462975,1.5233935661123463
2005.0,4500.0,3.992631613598814,1.6475849914670175
2005.0,4600.0,4.498977753203184,1.8753386608789213
2005.0,4700.0,6.073335815557073,2.107516168366122
2005.0,4800.0,8.849433425420601,2.3052686218168716
2005.0,4900.0,8.914670404666598,2.79998363841699
2005.0,5000.0,8.391452812266431,3.0327835469027344
2005.0,5100.0,8.250325750130822,3.218419518639945
2005.0,5200.0,8.858637677814746,3.53018873674043
2005.0,5300.0,9.68665201664177,3.9254805975392726
2005.0,5400.0,12.665736454995399,4.472101800748315
2005.0,5500.0,16.71412213124888,5.070841638774841
2005.0,5600.0,22.343003873438654,5.627511966999755
2005.0,5700.0,27.379753356067706,6.255832428563894
2005.0,5800.0,35.07921843877453,6.638733224277884
2005.0,5900.0,53.10669673837614,8.187521983401938
2005.0,6000.0,51.04349614395887,8.4212557664542
2005.0,6100.0,51.23189597190046,8.705248599271302
2005.0,6200.0,45.0,8.219178082191782
2006.0,3400.0,0.27730671387658723,0.0
2006.0,3500.0,4.46082241023085,0.0852219559955156
2006.0,3600.0,0.6439262349909459,0.05938368813922598
2006.0,3700.0,0.8147901869216668,0.06168586436145828
2006.0,3800.0,0.9014306950426461,0.1441655940158483
2006.0,3900.0,1.0903413221765053,0.22386127011216203
2006.0,4000.0,1.2174549620465323,0.2312050164091274
2006.0,4100.0,0.6844813104017285,0.13450872436190886
2006.0,4200.0,0.5719161153564172,0.14086462890452386
2006.0,4300.0,2.6394727481364604,0.10347299664049665
2006.0,4400.0,0.8067119405780571,0.169858720121321
2006.0,4500.0,1.0219646146601074,0.22233629498194882
2006.0,4600.0,1.6281391352558146,0.3126576718620666
2006.0,4700.0,2.7935928170840967,0.5328857938752162
2006.0,4800.0,4.085439763688015,0.7059348209432539
2006.0,4900.0,4.4806860517607,0.797770141392658
2006.0,5000.0,4.575635280932274,0.8954867672134555
2006.0,5100.0,5.339056558991989,0.961616477015186
2006.0,5200.0,6.352331224237293,1.0401942216397373
2006.0,5300.0,8.166755142940621,1.1832603333510756
2006.0,5400.0,10.905092748518882,1.5504960543469235
2006.0,5500.0,15.643374387811596,2.02461025879365
2006.0,5600.0,24.05662183923054,2.7780953920250355
2006.0,5700.0,28.57585279663723,3.3576207947210284
2006.0,5800.0,35.06184198046096,3.7362092378346143
2006.0,5900.0,52.157009021512835,4.710700787446736
2006.0,6000.0,50.93131105398457,5.033376532324883
2006.0,6100.0,51.31335475674464,5.870953490033461
2006.0,6200.0,48.0,6.0606060606060606
2007.0,3400.0,0.1290912383286422,1.5372250001482557
2007.0,3500.0,3.6153472156120583,0.8773979463576583
2007.0,3600.0,0.8783106801197166,1.2415927559967872
2007.0,3700.0,1.0758854098082766,1.6914446059654191
2007.0,3800.0,1.483503547956777,1.9355880841482873
2007.0,3900.0,2.1344051129445694,1.9704474987710587
2007.0,4000.0,2.5323373474716253,1.6636073802576237
2007.0,4100.0,1.3733103878934063,1.0114482683434103
2007.0,4200.0,1.007584777978037,1.1292406942885043
2007.0,4300.0,2.6231328426996443,1.0502762769824276
2007.0,4400.0,1.171965785413072,1.2000885449348417
2007.0,4500.0,1.4369503194354936,1.5181869176016627
2007.0,4600.0,2.2520679669673744,1.8103825297436218
2007.0,4700.0,3.5249937468520116,2.028295151714724
2007.0,4800.0,5.010812298829673,2.274474794380156
2007.0,4900.0,5.543478260869566,2.68755585113046
2007.0,5000.0,5.398278586654737,2.9259869134747185
2007.0,5100.0,5.546304177703726,3.1974505525085637
2007.0,5200.0,5.644290375726804,3.294139762728829
2007.0,5300.0,5.907001148133975,3.4996659500221265
2007.0,5400.0,6.702114146594945,3.872457051824091
2007.0,5500.0,8.62765505636703,4.623222013284377
2007.0,5600.0,11.952944248596419,5.777660387547219
2007.0,5700.0,13.45142845368472,6.513695851710878
2007.0,5800.0,17.70319643365266,7.111499427253945
2007.0,5900.0,26.586745315752953,7.941795799620228
2007.0,6000.0,22.216863753213364,8.051413881748074
2007.0,6100.0,21.16605634855392,8.433394570454581
2007.0,6200.0,16.0,8.241758241758241
2008.0,3400.0,0.1966660044619704,0.044529975455003
2008.0,3500.0,3.4992898350289567,0.0841952656423323
2008.0,3600.0,0.6612068161584201,0.3355893554681017
2008.0,3700.0,0.9099977956149469,0.5532060707163574
2008.0,3800.0,1.2535346456432301,0.6335073449030741
2008.0,3900.0,1.635189876038487,0.7468030596163118
2008.0,4000.0,1.8707571801566578,0.7355386092598535
2008.0,4100.0,0.9369976860332672,0.3550870626037647
2008.0,4200.0,0.8529633156055466,0.3069357202471639
2008.0,4300.0,2.5306965471744096,0.3573170110570021
2008.0,4400.0,0.618040985332341,0.5231052422435418
2008.0,4500.0,0.8210072467770112,0.7475977701597771
2008.0,4600.0,0.8814040704072046,0.8285372303894741
2008.0,4700.0,1.0874330951236102,0.6036581748691173
2008.0,4800.0,1.3492264567675034,0.677918506874436
2008.0,4900.0,1.6341443242199132,0.8445065832987386
2008.0,5000.0,1.7947564956860553,0.9134058037308921
2008.0,5100.0,1.975219160494015,0.8249134492225503
2008.0,5200.0,2.1507410683949715,1.0540181655880019
