Year,Snowline_elev
2000.0,3098.7120943338878
2001.0,3444.9305297926057
2002.0,2904.2637257987462
2003.0,3315.1556627511545
2004.0,3356.213174218465
2005.0,3173.0325827238894
2006.0,3380.438742704132
2007.0,3125.5398289937725
2008.0,3096.9409035502213
2009.0,3291.3684071182292
2010.0,3232.392025427511
2011.0,3070.0355807508577
2012.0,3397.7821144354675
2013.0,3349.3704499343607
2014.0,3260.379287777096
2015.0,3185.3011635382327
2016.0,3141.80013889368
2017.0,3037.9657464448346
2018.0,3502.1933563186253
2019.0,3572.5742947827157
2020.0,3345.764021079422
2021.0,3607.4918570315967
2022.0,3088.938116780891
2023.0,3634.8387704556876
2024.0,3061.1372968583396
