Sen_slope,Area
n10,533.68
n09,225.5
n08,303.04
n07,330.05
n06,342.81
n05,441.09
n04,455.96
n03,334.62
n02,178.22
n01,74.07
n00,36.12
p00,7.97
p01,0.43
p02,0.3
p03,0.0
p04,0.28
p05,0.0
p06,0.36
p07,0.25
p08,0.36
p09,0.0
p10,0.0
